tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),det_thresh,max_age,min_hits,iou_threshold,Latency p95 (ms)
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.2,0.2,0.5,33.302,29.805,44.632,2.667,4.167,21.5,81.9,12.52,,670.2,0.7,70.0,3.0,0.2,17.71
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.3,0.2,0.5,33.58,29.772,45.48,2.667,4.167,21.5,77.8,13.18,,722.8,0.7,70.0,3.0,0.3,17.75
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.4,0.2,0.5,33.727,29.703,45.583,4.333,4.167,21.5,80.1,13.01,,672.4,0.7,70.0,3.0,0.4,17.26
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.5,0.2,0.5,33.248,29.562,44.625,5.833,4.0,21.667,77.4,13.12,,573.2,0.7,70.0,3.0,0.5,18.11
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.6,0.2,0.5,32.803,29.39,43.632,7.833,3.667,21.667,75.2,13.6,,763.3,0.7,70.0,3.0,0.6,17.95
ocsort,UCSD,2,det_thresh0.7_max_age70_min_hits3_iou_threshold0.7,0.2,0.5,31.108,28.563,40.223,15.667,3.167,21.833,84.7,12.17,,670.2,0.7,70.0,3.0,0.7,17.87
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.2,0.2,0.5,35.858,33.402,48.273,4.833,5.167,20.333,77.0,13.3,,722.8,0.7,100.0,1.0,0.2,17.8
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.3,0.2,0.5,36.202,33.34,49.235,5.0,5.167,20.333,78.8,12.98,,672.4,0.7,100.0,1.0,0.3,18.02
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.4,0.2,0.5,36.265,33.243,49.207,6.5,5.167,20.333,76.6,13.37,,573.2,0.7,100.0,1.0,0.4,18.72
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.5,0.2,0.5,35.727,33.012,48.03,9.667,5.167,20.333,81.4,12.74,,763.3,0.7,100.0,1.0,0.5,17.69
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.6,0.2,0.5,35.04,32.755,46.825,13.833,5.167,20.333,76.7,13.29,,670.2,0.7,100.0,1.0,0.6,17.95
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits1_iou_threshold0.7,0.2,0.5,33.012,31.742,42.707,25.833,4.667,20.333,74.9,13.63,,722.8,0.7,100.0,1.0,0.7,18.21
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.2,0.2,0.5,33.255,29.813,44.582,2.833,4.167,21.5,85.6,11.92,,723.2,0.7,100.0,3.0,0.2,17.39
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.3,0.2,0.5,33.53,29.777,45.427,2.833,4.167,21.5,76.2,13.47,,573.0,0.7,100.0,3.0,0.3,17.89
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.4,0.2,0.5,33.675,29.697,45.533,4.5,4.167,21.5,85.9,12.09,,672.1,0.7,100.0,3.0,0.4,17.17
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.5,0.2,0.5,33.248,29.562,44.625,5.833,4.0,21.667,78.2,13.07,,692.5,0.7,100.0,3.0,0.5,18.01
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.6,0.2,0.5,32.748,29.387,43.582,8.0,3.667,21.667,78.1,13.18,,542.6,0.7,100.0,3.0,0.6,17.64
ocsort,UCSD,2,det_thresh0.7_max_age100_min_hits3_iou_threshold0.7,0.2,0.5,31.105,28.555,40.222,15.667,3.167,21.833,76.2,13.54,,694.8,0.7,100.0,3.0,0.7,17.73
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.2,0.2,0.5,57.337,64.7,77.39,3.667,7.333,4.667,82.1,12.28,,540.8,0.3,20.0,1.0,0.2,17.32
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.3,0.2,0.5,57.31,64.69,77.357,4.0,7.333,4.667,80.3,12.91,,674.3,0.3,20.0,1.0,0.3,17.22
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.4,0.2,0.5,57.31,64.64,77.38,4.667,7.333,4.667,86.5,11.83,,253.9,0.3,20.0,1.0,0.4,17.32
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.5,0.2,0.5,57.317,64.633,77.487,4.667,7.333,4.667,82.8,12.18,,440.0,0.3,20.0,1.0,0.5,17.13
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.6,0.2,0.5,57.13,64.61,77.067,6.667,7.333,4.667,80.0,12.84,,593.7,0.3,20.0,1.0,0.6,17.07
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.7,0.2,0.5,53.313,63.88,69.847,18.0,7.333,5.0,89.2,11.44,,388.6,0.3,20.0,1.0,0.7,17.4
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.2,0.2,0.5,57.2,64.567,77.4,2.667,7.333,5.0,82.9,12.09,,556.8,0.3,20.0,3.0,0.2,17.35
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.3,0.2,0.5,57.167,64.53,77.363,3.0,7.333,5.0,80.4,12.78,,612.0,0.3,20.0,3.0,0.3,17.15
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.4,0.2,0.5,57.163,64.48,77.363,3.333,7.333,5.0,92.0,11.16,,467.5,0.3,20.0,3.0,0.4,17.37
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.5,0.2,0.5,57.173,64.47,77.417,3.667,7.333,5.0,80.4,12.46,,601.7,0.3,20.0,3.0,0.5,17.25
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.6,0.2,0.5,56.927,64.31,77.02,5.333,7.333,5.0,81.3,12.65,,656.1,0.3,20.0,3.0,0.6,17.28
ocsort,shanghai,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.7,0.2,0.5,52.967,63.207,69.777,14.0,7.0,5.0,90.8,11.29,,467.5,0.3,20.0,3.0,0.7,17.36
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.2,0.2,0.5,57.057,64.687,77.223,4.333,7.333,4.667,79.6,12.59,,601.7,0.3,30.0,1.0,0.2,17.6
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.3,0.2,0.5,57.023,64.667,77.183,4.667,7.333,4.667,75.6,13.38,,656.1,0.3,30.0,1.0,0.3,17.71
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.4,0.2,0.5,57.03,64.64,77.217,5.333,7.333,4.667,91.6,11.02,,467.5,0.3,30.0,1.0,0.4,17.5
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.5,0.2,0.5,57.177,64.607,77.3,5.667,7.333,4.667,81.3,12.34,,601.7,0.3,30.0,1.0,0.5,17.27
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.6,0.2,0.5,56.997,64.597,76.893,7.333,7.333,4.667,79.1,12.86,,656.1,0.3,30.0,1.0,0.6,17.33
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.7,0.2,0.5,53.29,63.727,69.873,18.0,7.333,5.0,88.5,11.54,,467.5,0.3,30.0,1.0,0.7,17.36
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.2,0.2,0.5,56.957,64.47,77.23,3.333,7.0,5.0,79.6,12.59,,601.7,0.3,30.0,3.0,0.2,17.58
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.3,0.2,0.5,56.917,64.42,77.187,3.667,7.0,5.0,80.3,12.92,,656.1,0.3,30.0,3.0,0.3,17.25
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.4,0.2,0.5,56.917,64.38,77.19,4.0,7.0,5.0,89.3,11.51,,467.5,0.3,30.0,3.0,0.4,17.35
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.5,0.2,0.5,57.03,64.38,77.24,4.333,7.0,5.0,79.3,12.63,,601.7,0.3,30.0,3.0,0.5,17.98
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.6,0.2,0.5,56.773,64.21,76.843,6.0,7.0,5.0,77.9,13.34,,656.1,0.3,30.0,3.0,0.6,17.41
ocsort,shanghai,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.7,0.2,0.5,52.923,63.117,69.753,12.667,7.0,5.0,81.0,12.47,,467.5,0.3,30.0,3.0,0.7,17.59
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.2,0.2,0.5,57.54,64.7,78.08,4.0,7.333,4.667,82.6,12.33,,601.7,0.3,40.0,1.0,0.2,17.3
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.3,0.2,0.5,57.507,64.683,78.043,4.333,7.333,4.667,78.2,12.96,,656.1,0.3,40.0,1.0,0.3,17.47
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.4,0.2,0.5,57.513,64.657,78.077,5.0,7.333,4.667,80.1,12.53,,467.5,0.3,40.0,1.0,0.4,17.55
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.5,0.2,0.5,57.66,64.62,78.157,5.333,7.333,4.667,87.7,11.78,,601.7,0.3,40.0,1.0,0.5,17.02
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.6,0.2,0.5,57.47,64.623,77.757,7.0,7.333,4.667,78.3,12.88,,656.1,0.3,40.0,1.0,0.6,17.37
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.7,0.2,0.5,53.29,63.727,69.873,18.0,7.333,5.0,82.3,12.22,,467.5,0.3,40.0,1.0,0.7,17.3
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.2,0.2,0.5,57.423,64.497,78.053,3.0,7.0,5.0,89.2,11.47,,601.7,0.3,40.0,3.0,0.2,16.99
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.3,0.2,0.5,57.383,64.447,78.01,3.333,7.0,5.0,80.3,12.94,,656.1,0.3,40.0,3.0,0.3,17.21
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.4,0.2,0.5,57.383,64.407,78.013,3.667,7.0,5.0,86.0,11.67,,467.5,0.3,40.0,3.0,0.4,17.43
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.5,0.2,0.5,57.493,64.407,78.063,4.0,7.0,5.0,86.2,11.75,,601.7,0.3,40.0,3.0,0.5,17.2
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.6,0.2,0.5,57.227,64.237,77.667,5.667,7.0,5.0,80.7,12.87,,656.1,0.3,40.0,3.0,0.6,17.26
ocsort,shanghai,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.7,0.2,0.5,52.93,63.143,69.763,12.667,7.0,5.0,86.0,11.81,,467.5,0.3,40.0,3.0,0.7,17.29
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.2,0.2,0.5,57.54,64.7,78.08,4.0,7.333,4.667,87.5,11.49,,601.7,0.3,50.0,1.0,0.2,17.66
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.3,0.2,0.5,57.507,64.683,78.043,4.333,7.333,4.667,79.6,12.85,,656.1,0.3,50.0,1.0,0.3,17.95
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.4,0.2,0.5,57.513,64.657,78.077,5.0,7.333,4.667,79.6,12.61,,467.5,0.3,50.0,1.0,0.4,17.87
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.5,0.2,0.5,57.66,64.62,78.157,5.333,7.333,4.667,82.6,12.27,,601.7,0.3,50.0,1.0,0.5,17.33
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.6,0.2,0.5,57.47,64.61,77.75,7.0,7.333,4.667,79.2,12.69,,656.1,0.3,50.0,1.0,0.6,17.41
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.7,0.2,0.5,53.29,63.713,69.867,18.0,7.333,5.0,81.2,12.47,,467.5,0.3,50.0,1.0,0.7,17.8
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.2,0.2,0.5,57.423,64.497,78.053,3.0,7.0,5.0,88.5,11.61,,601.7,0.3,50.0,3.0,0.2,17.13
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.3,0.2,0.5,57.387,64.46,78.017,3.333,7.0,5.0,76.6,13.12,,656.1,0.3,50.0,3.0,0.3,17.34
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.4,0.2,0.5,57.383,64.407,78.013,3.667,7.0,5.0,82.3,12.31,,467.5,0.3,50.0,3.0,0.4,17.34
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.5,0.2,0.5,57.493,64.407,78.063,4.0,7.0,5.0,88.0,11.8,,601.7,0.3,50.0,3.0,0.5,16.96
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.6,0.2,0.5,57.227,64.237,77.667,5.667,7.0,5.0,80.4,12.68,,656.1,0.3,50.0,3.0,0.6,17.36
ocsort,shanghai,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.7,0.2,0.5,52.93,63.143,69.763,12.667,7.0,5.0,81.5,12.4,,467.5,0.3,50.0,3.0,0.7,17.54
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.2,0.2,0.5,57.41,64.663,77.843,4.0,7.333,4.667,86.7,11.83,,601.7,0.3,70.0,1.0,0.2,17.29
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.3,0.2,0.5,57.07,64.64,77.327,4.333,7.333,4.667,80.2,12.65,,656.1,0.3,70.0,1.0,0.3,17.34
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.4,0.2,0.5,57.08,64.613,77.36,5.0,7.333,4.667,84.6,11.88,,467.5,0.3,70.0,1.0,0.4,17.43
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.5,0.2,0.5,57.23,64.583,77.453,5.333,7.333,4.667,84.9,12.02,,601.7,0.3,70.0,1.0,0.5,17.55
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.6,0.2,0.5,57.027,64.597,77.037,7.0,7.333,4.667,79.4,12.74,,656.1,0.3,70.0,1.0,0.6,17.33
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.7,0.2,0.5,52.863,63.707,69.15,18.0,7.333,5.0,76.1,13.24,,467.5,0.3,70.0,1.0,0.7,17.5
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.2,0.2,0.5,57.323,64.47,77.86,3.0,7.0,5.0,81.4,12.51,,601.7,0.3,70.0,3.0,0.2,17.48
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.3,0.2,0.5,56.97,64.433,77.32,3.333,7.0,5.0,81.2,12.33,,656.1,0.3,70.0,3.0,0.3,17.39
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.4,0.2,0.5,56.967,64.38,77.313,3.667,7.0,5.0,81.0,12.49,,467.5,0.3,70.0,3.0,0.4,17.27
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.5,0.2,0.5,57.083,64.38,77.38,4.0,7.0,5.0,91.3,11.31,,601.7,0.3,70.0,3.0,0.5,17.29
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.6,0.2,0.5,56.803,64.213,76.96,6.0,7.0,5.0,78.2,12.87,,656.1,0.3,70.0,3.0,0.6,17.67
ocsort,shanghai,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.7,0.2,0.5,52.52,63.13,69.067,13.0,7.0,5.0,80.0,12.72,,467.5,0.3,70.0,3.0,0.7,17.45
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.2,0.2,0.5,57.11,64.68,77.44,4.333,7.333,4.667,87.9,11.65,,601.7,0.3,100.0,1.0,0.2,17.19
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.3,0.2,0.5,56.77,64.627,76.913,4.667,7.333,4.667,79.0,12.71,,656.1,0.3,100.0,1.0,0.3,17.5
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.4,0.2,0.5,57.08,64.6,77.353,5.0,7.333,4.667,81.2,12.57,,467.5,0.3,100.0,1.0,0.4,17.47
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.5,0.2,0.5,57.013,64.57,77.177,5.333,7.333,4.667,88.1,11.62,,601.7,0.3,100.0,1.0,0.5,17.2
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.6,0.2,0.5,57.027,64.597,77.037,7.0,7.333,4.667,78.7,12.72,,656.1,0.3,100.0,1.0,0.6,17.58
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.7,0.2,0.5,53.19,63.75,69.777,18.667,7.333,5.0,78.7,12.96,,467.5,0.3,100.0,1.0,0.7,17.7
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.2,0.2,0.5,57.01,64.47,77.467,3.333,7.0,5.0,85.5,11.94,,601.7,0.3,100.0,3.0,0.2,17.33
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.3,0.2,0.5,56.687,64.45,76.933,3.667,7.0,5.0,79.1,12.66,,656.1,0.3,100.0,3.0,0.3,17.67
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.4,0.2,0.5,56.98,64.37,77.31,3.667,7.0,5.0,77.4,13.2,,467.5,0.3,100.0,3.0,0.4,17.53
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.5,0.2,0.5,56.883,64.38,77.127,4.0,7.0,5.0,81.0,12.66,,601.7,0.3,100.0,3.0,0.5,17.54
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.6,0.2,0.5,56.803,64.213,76.96,6.0,7.0,5.0,80.6,12.42,,656.1,0.3,100.0,3.0,0.6,17.49
ocsort,shanghai,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.7,0.2,0.5,52.88,63.187,69.713,13.667,7.0,5.0,72.7,13.85,,467.5,0.3,100.0,3.0,0.7,17.97
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.2,0.2,0.5,57.76,66.217,78.247,3.0,7.333,5.0,85.7,11.74,,601.7,0.4,20.0,1.0,0.2,17.16
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.3,0.2,0.5,57.727,66.183,78.203,3.333,7.333,5.0,82.4,12.21,,656.1,0.4,20.0,1.0,0.3,17.26
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.4,0.2,0.5,57.727,66.2,78.227,3.667,7.333,5.0,81.2,12.8,,467.5,0.4,20.0,1.0,0.4,17.08
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.5,0.2,0.5,57.7,66.09,78.273,4.333,7.333,5.0,87.0,11.67,,601.7,0.4,20.0,1.0,0.5,17.14
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.6,0.2,0.5,57.133,66.007,77.297,6.667,7.333,5.0,78.5,12.74,,656.1,0.4,20.0,1.0,0.6,17.29
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.7,0.2,0.5,53.133,65.407,70.19,17.0,7.333,5.0,75.1,13.35,,467.5,0.4,20.0,1.0,0.7,17.63
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.2,0.2,0.5,57.503,65.837,78.083,2.333,7.0,6.0,84.3,11.98,,601.7,0.4,20.0,3.0,0.2,17.21
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.3,0.2,0.5,57.47,65.8,78.04,2.667,7.0,6.0,82.6,12.12,,656.1,0.4,20.0,3.0,0.3,17.19
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.4,0.2,0.5,57.467,65.783,78.053,3.0,7.0,6.0,76.8,13.05,,467.5,0.4,20.0,3.0,0.4,17.4
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.5,0.2,0.5,57.443,65.72,78.06,3.667,7.0,6.0,83.6,12.02,,601.7,0.4,20.0,3.0,0.5,17.4
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.6,0.2,0.5,56.783,65.58,76.963,4.667,7.0,6.0,83.7,12.13,,656.1,0.4,20.0,3.0,0.6,17.2
ocsort,shanghai,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.7,0.2,0.5,52.723,64.54,70.02,14.0,7.0,6.0,71.3,14.11,,467.5,0.4,20.0,3.0,0.7,17.65
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.2,0.2,0.5,56.89,66.167,76.77,4.0,7.333,5.0,75.1,13.39,,601.7,0.4,30.0,1.0,0.2,17.79
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.3,0.2,0.5,56.857,66.133,76.727,4.333,7.333,5.0,79.3,12.9,,656.1,0.4,30.0,1.0,0.3,17.4
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.4,0.2,0.5,57.597,66.183,78.063,4.333,7.333,5.0,74.2,13.49,,467.5,0.4,30.0,1.0,0.4,17.92
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.5,0.2,0.5,57.567,66.077,78.113,5.0,7.333,5.0,78.4,12.78,,601.7,0.4,30.0,1.0,0.5,17.33
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.6,0.2,0.5,57.07,66.02,77.213,6.667,7.333,5.0,79.6,12.57,,656.1,0.4,30.0,1.0,0.6,17.14
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.7,0.2,0.5,53.117,65.253,70.217,17.0,7.333,5.0,75.0,13.39,,467.5,0.4,30.0,1.0,0.7,17.54
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.2,0.2,0.5,56.663,65.697,76.67,3.333,7.0,5.667,82.1,12.34,,601.7,0.4,30.0,3.0,0.2,17.22
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.3,0.2,0.5,56.63,65.663,76.627,3.667,7.0,5.667,73.4,13.74,,656.1,0.4,30.0,3.0,0.3,17.35
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.4,0.2,0.5,57.313,65.673,77.883,3.667,7.0,5.667,79.0,12.71,,467.5,0.4,30.0,3.0,0.4,17.46
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.5,0.2,0.5,57.287,65.607,77.89,4.333,7.0,5.667,81.1,12.53,,601.7,0.4,30.0,3.0,0.5,17.35
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.6,0.2,0.5,56.74,65.607,76.913,4.667,7.0,5.667,77.8,13.13,,656.1,0.4,30.0,3.0,0.6,17.48
ocsort,shanghai,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.7,0.2,0.5,52.7,64.453,70.023,12.667,7.0,5.667,75.8,13.24,,467.5,0.4,30.0,3.0,0.7,17.32
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.2,0.2,0.5,57.183,66.22,77.53,3.667,7.333,5.0,80.8,12.49,,601.7,0.4,40.0,1.0,0.2,17.25
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.3,0.2,0.5,57.247,66.173,77.547,4.0,7.333,5.0,76.4,13.34,,656.1,0.4,40.0,1.0,0.3,17.54
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.4,0.2,0.5,57.987,66.227,78.883,4.0,7.333,5.0,78.6,12.82,,467.5,0.4,40.0,1.0,0.4,17.4
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.5,0.2,0.5,58.033,66.133,78.883,4.667,7.333,5.0,81.4,12.53,,601.7,0.4,40.0,1.0,0.5,17.35
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.6,0.2,0.5,57.477,66.063,77.927,6.333,7.333,5.0,74.1,13.73,,656.1,0.4,40.0,1.0,0.6,17.26
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.7,0.2,0.5,53.117,65.253,70.217,17.0,7.333,5.0,81.1,12.41,,467.5,0.4,40.0,1.0,0.7,17.3
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.2,0.2,0.5,56.97,65.727,77.373,3.0,7.0,5.667,81.2,12.44,,601.7,0.4,40.0,3.0,0.2,17.69
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.3,0.2,0.5,57.043,65.703,77.407,3.333,7.0,5.667,73.2,13.86,,656.1,0.4,40.0,3.0,0.3,17.39
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.4,0.2,0.5,57.723,65.713,78.66,3.333,7.0,5.667,79.2,12.64,,467.5,0.4,40.0,3.0,0.4,17.36
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.5,0.2,0.5,57.727,65.647,78.653,4.0,7.0,5.667,77.8,12.89,,601.7,0.4,40.0,3.0,0.5,17.34
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.6,0.2,0.5,57.14,65.653,77.61,4.333,7.0,6.0,73.7,13.81,,656.1,0.4,40.0,3.0,0.6,17.44
ocsort,shanghai,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.7,0.2,0.5,52.707,64.48,70.033,12.667,7.0,5.667,79.2,12.65,,467.5,0.4,40.0,3.0,0.7,17.49
ocsort,shanghai,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.2,0.2,0.5,57.183,66.22,77.53,3.667,7.333,5.0,80.7,12.56,,601.7,0.4,50.0,1.0,0.2,17.5
ocsort,shanghai,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.3,0.2,0.5,57.257,66.173,77.547,4.0,7.333,5.0,75.2,13.36,,656.1,0.4,50.0,1.0,0.3,17.68
ocsort,shanghai,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.4,0.2,0.5,57.987,66.227,78.883,4.0,7.333,5.0,76.6,13.11,,467.5,0.4,50.0,1.0,0.4,17.53
