tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),det_thresh,max_age,min_hits,iou_threshold,Latency p95 (ms)
ocsort,avenue,1,"conf:0.2,iou:0.5",0.2,0.5,51.38,76.11,61.33,18.0,44.0,11.0,62.4,16.03,17.75,157.3,,,,,
ocsort,avenue,1,"conf:0.2,iou:0.6",0.2,0.6,51.38,76.11,61.33,18.0,44.0,11.0,67.7,14.77,18.3,234.4,,,,,
ocsort,avenue,1,"conf:0.2,iou:0.7",0.2,0.7,53.76,76.12,65.16,17.0,44.0,11.0,72.5,13.8,18.32,286.8,,,,,
ocsort,avenue,1,"conf:0.3,iou:0.5",0.3,0.5,51.38,76.11,61.33,18.0,44.0,11.0,87.0,11.49,17.75,364.7,,,,,
ocsort,avenue,1,"conf:0.3,iou:0.6",0.3,0.6,51.38,76.11,61.33,18.0,44.0,11.0,92.3,10.83,17.9,433.8,,,,,
ocsort,avenue,1,"conf:0.3,iou:0.7",0.3,0.7,53.76,76.12,65.16,17.0,44.0,11.0,90.0,11.11,17.76,473.3,,,,,
ocsort,avenue,1,"conf:0.4,iou:0.5",0.4,0.5,51.38,76.11,61.33,18.0,44.0,11.0,89.8,11.14,18.12,158.7,,,,,
ocsort,avenue,1,"conf:0.4,iou:0.6",0.4,0.6,51.38,76.11,61.33,18.0,44.0,11.0,85.7,11.67,18.02,237.1,,,,,
ocsort,avenue,1,"conf:0.4,iou:0.7",0.4,0.7,53.76,76.12,65.16,17.0,44.0,11.0,90.4,11.06,17.81,292.4,,,,,
ocsort,UCSD,1,"conf:0.2,iou:0.5",0.2,0.5,37.878,36.138,51.45,4.0,6.167,18.833,83.2,12.09,18.62,630.4,,,,,
ocsort,UCSD,1,"conf:0.2,iou:0.6",0.2,0.6,37.878,36.138,51.45,4.0,6.167,18.833,73.8,13.8,19.16,542.6,,,,,
ocsort,UCSD,1,"conf:0.2,iou:0.7",0.2,0.7,37.878,36.138,51.45,4.0,6.167,18.833,76.9,13.19,18.8,694.8,,,,,
ocsort,UCSD,1,"conf:0.3,iou:0.5",0.3,0.5,37.878,36.138,51.45,4.0,6.167,18.833,68.2,14.91,19.05,715.7,,,,,
ocsort,UCSD,1,"conf:0.3,iou:0.6",0.3,0.6,37.878,36.138,51.45,4.0,6.167,18.833,78.7,12.94,18.97,512.5,,,,,
ocsort,UCSD,1,"conf:0.3,iou:0.7",0.3,0.7,37.878,36.138,51.45,4.0,6.167,18.833,72.2,14.12,19.16,736.2,,,,,
ocsort,UCSD,1,"conf:0.4,iou:0.5",0.4,0.5,37.878,36.138,51.45,4.0,6.167,18.833,66.1,15.14,19.5,697.7,,,,,
ocsort,UCSD,1,"conf:0.4,iou:0.6",0.4,0.6,37.878,36.138,51.45,4.0,6.167,18.833,64.9,15.45,19.77,472.5,,,,,
ocsort,UCSD,1,"conf:0.4,iou:0.7",0.4,0.7,37.878,36.138,51.45,4.0,6.167,18.833,68.4,14.64,19.74,715.6,,,,,
ocsort,shanghai,1,"conf:0.2,iou:0.5",0.2,0.5,56.97,65.927,78.02,3.333,6.333,6.0,66.4,15.08,18.94,459.9,,,,,
ocsort,shanghai,1,"conf:0.2,iou:0.6",0.2,0.6,56.967,65.917,78.013,3.333,6.333,6.0,65.4,15.33,18.53,592.9,,,,,
ocsort,shanghai,1,"conf:0.2,iou:0.7",0.2,0.7,56.97,65.963,78.043,3.333,6.333,6.0,79.5,12.78,18.22,662.1,,,,,
ocsort,shanghai,1,"conf:0.3,iou:0.5",0.3,0.5,56.97,65.927,78.02,3.333,6.333,6.0,78.7,12.96,18.09,468.3,,,,,
ocsort,shanghai,1,"conf:0.3,iou:0.6",0.3,0.6,56.967,65.917,78.013,3.333,6.333,6.0,80.8,12.79,17.67,636.8,,,,,
ocsort,shanghai,1,"conf:0.3,iou:0.7",0.3,0.7,56.97,65.963,78.043,3.333,6.333,6.0,89.2,11.58,17.19,312.6,,,,,
ocsort,shanghai,1,"conf:0.4,iou:0.5",0.4,0.5,56.97,65.927,78.02,3.333,6.333,6.0,76.4,13.23,17.77,481.2,,,,,
ocsort,shanghai,1,"conf:0.4,iou:0.6",0.4,0.6,56.967,65.917,78.013,3.333,6.333,6.0,77.9,12.9,18.12,704.2,,,,,
ocsort,shanghai,1,"conf:0.4,iou:0.7",0.4,0.7,56.97,65.963,78.043,3.333,6.333,6.0,83.8,12.29,17.95,312.8,,,,,
ocsort,gmot,1,"conf:0.2,iou:0.5",0.2,0.5,14.294,14.98,18.715,19.875,3.0,35.75,70.3,14.91,19.42,673.9,,,,,
ocsort,gmot,1,"conf:0.2,iou:0.6",0.2,0.6,14.235,15.046,18.704,19.875,3.25,35.75,71.5,14.25,19.01,639.2,,,,,
ocsort,gmot,1,"conf:0.2,iou:0.7",0.2,0.7,14.079,14.864,18.407,22.0,3.25,35.75,68.1,15.15,19.56,648.0,,,,,
ocsort,gmot,1,"conf:0.3,iou:0.5",0.3,0.5,14.294,14.98,18.715,19.875,3.0,35.75,66.9,15.09,19.49,616.2,,,,,
ocsort,gmot,1,"conf:0.3,iou:0.6",0.3,0.6,14.235,15.046,18.704,19.875,3.25,35.75,65.7,15.65,19.87,690.8,,,,,
ocsort,gmot,1,"conf:0.3,iou:0.7",0.3,0.7,14.079,14.864,18.407,22.0,3.25,35.75,63.3,16.06,19.7,679.5,,,,,
ocsort,gmot,1,"conf:0.4,iou:0.5",0.4,0.5,14.294,14.98,18.715,19.875,3.0,35.75,63.8,16.03,19.47,591.7,,,,,
ocsort,gmot,1,"conf:0.4,iou:0.6",0.4,0.6,14.235,15.046,18.704,19.875,3.25,35.75,64.5,15.69,19.1,628.6,,,,,
ocsort,gmot,1,"conf:0.4,iou:0.7",0.4,0.7,14.079,14.864,18.407,22.0,3.25,35.75,65.7,15.55,19.22,741.2,,,,,
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.2,0.2,0.7,49.48,76.29,60.46,43.0,55.0,7.0,69.2,14.44,,439.6,0.3,20.0,1.0,0.2,17.49
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.3,0.2,0.7,50.84,76.34,63.48,37.0,54.0,7.0,68.8,14.53,,487.5,0.3,20.0,1.0,0.3,17.59
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.4,0.2,0.7,52.02,76.22,65.36,44.0,54.0,7.0,68.9,14.5,,564.7,0.3,20.0,1.0,0.4,17.62
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.5,0.2,0.7,51.99,76.4,64.93,34.0,54.0,7.0,70.7,14.15,,158.6,0.3,20.0,1.0,0.5,17.49
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.6,0.2,0.7,58.47,76.43,74.65,27.0,54.0,7.0,70.1,14.27,,236.4,0.3,20.0,1.0,0.6,17.52
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits1_iou_threshold0.7,0.2,0.7,60.59,76.23,78.83,30.0,54.0,7.0,70.5,14.18,,275.4,0.3,20.0,1.0,0.7,17.58
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.2,0.2,0.7,49.18,75.18,60.24,26.0,48.0,7.0,73.1,13.68,,351.2,0.3,20.0,3.0,0.2,17.7
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.3,0.2,0.7,50.47,75.3,63.13,26.0,48.0,7.0,92.8,10.78,,399.8,0.3,20.0,3.0,0.3,17.14
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.4,0.2,0.7,51.55,75.13,64.87,24.0,48.0,7.0,93.0,10.76,,476.7,0.3,20.0,3.0,0.4,17.28
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.5,0.2,0.7,51.5,75.46,64.44,13.0,47.0,7.0,83.0,12.04,,533.1,0.3,20.0,3.0,0.5,17.53
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.6,0.2,0.7,58.0,75.63,74.25,11.0,46.0,7.0,83.4,11.99,,158.6,0.3,20.0,3.0,0.6,16.96
ocsort,avenue,2,det_thresh0.3_max_age20_min_hits3_iou_threshold0.7,0.2,0.7,60.01,75.24,78.6,20.0,42.0,7.0,84.3,11.87,,236.4,0.3,20.0,3.0,0.7,17.61
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.2,0.2,0.7,48.33,76.01,59.29,61.0,54.0,7.0,87.5,11.43,,305.2,0.3,30.0,1.0,0.2,17.15
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.3,0.2,0.7,50.38,75.95,62.42,64.0,53.0,7.0,79.7,12.55,,345.4,0.3,30.0,1.0,0.3,17.62
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.4,0.2,0.7,49.67,75.85,60.59,71.0,53.0,7.0,87.3,11.46,,421.7,0.3,30.0,1.0,0.4,16.74
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.5,0.2,0.7,50.76,76.3,62.69,39.0,55.0,7.0,83.5,11.98,,158.6,0.3,30.0,1.0,0.5,17.16
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.6,0.2,0.7,53.78,75.94,68.04,49.0,53.0,7.0,90.4,11.06,,236.4,0.3,30.0,1.0,0.6,16.89
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits1_iou_threshold0.7,0.2,0.7,58.02,75.41,73.4,46.0,51.0,7.0,77.5,12.9,,284.3,0.3,30.0,1.0,0.7,17.85
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.2,0.2,0.7,48.04,74.77,59.1,31.0,48.0,7.0,87.8,11.39,,361.4,0.3,30.0,3.0,0.2,16.92
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.3,0.2,0.7,50.01,74.67,62.2,33.0,47.0,7.0,74.5,13.42,,416.9,0.3,30.0,3.0,0.3,17.48
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.4,0.2,0.7,49.15,74.38,60.09,35.0,48.0,7.0,91.4,10.94,,494.7,0.3,30.0,3.0,0.4,17.03
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.5,0.2,0.7,50.42,75.37,62.38,17.0,47.0,7.0,75.9,13.18,,568.0,0.3,30.0,3.0,0.5,17.28
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.6,0.2,0.7,53.2,74.88,67.64,18.0,46.0,7.0,88.2,11.33,,158.6,0.3,30.0,3.0,0.6,16.96
ocsort,avenue,2,det_thresh0.3_max_age30_min_hits3_iou_threshold0.7,0.2,0.7,57.36,74.17,73.01,27.0,39.0,9.0,77.0,12.98,,230.4,0.3,30.0,3.0,0.7,17.24
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.2,0.2,0.7,48.51,75.95,57.97,63.0,54.0,7.0,85.9,11.64,,306.3,0.3,40.0,1.0,0.2,17.29
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.3,0.2,0.7,49.21,75.76,60.22,76.0,55.0,7.0,78.4,12.75,,358.6,0.3,40.0,1.0,0.3,17.32
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.4,0.2,0.7,50.01,75.85,60.94,69.0,53.0,7.0,88.9,11.25,,435.8,0.3,40.0,1.0,0.4,17.21
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.5,0.2,0.7,50.55,76.26,62.3,39.0,55.0,7.0,77.6,12.89,,504.9,0.3,40.0,1.0,0.5,17.16
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.6,0.2,0.7,53.03,75.77,67.29,58.0,54.0,7.0,82.7,12.09,,158.6,0.3,40.0,1.0,0.6,17.68
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits1_iou_threshold0.7,0.2,0.7,53.93,75.1,67.26,50.0,51.0,7.0,80.5,12.42,,235.6,0.3,40.0,1.0,0.7,17.56
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.2,0.2,0.7,48.24,74.65,58.02,35.0,48.0,7.0,78.4,12.75,,312.0,0.3,40.0,3.0,0.2,17.51
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.3,0.2,0.7,48.89,74.28,59.95,38.0,47.0,7.0,84.1,11.89,,385.5,0.3,40.0,3.0,0.3,17.18
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.4,0.2,0.7,49.49,74.4,60.51,34.0,48.0,7.0,76.6,13.05,,430.6,0.3,40.0,3.0,0.4,17.34
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.5,0.2,0.7,50.19,75.32,62.04,16.0,47.0,7.0,79.3,12.62,,507.2,0.3,40.0,3.0,0.5,17.3
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.6,0.2,0.7,52.48,74.7,66.86,19.0,46.0,7.0,86.7,11.53,,158.6,0.3,40.0,3.0,0.6,17.06
ocsort,avenue,2,det_thresh0.3_max_age40_min_hits3_iou_threshold0.7,0.2,0.7,53.32,73.86,66.82,28.0,38.0,10.0,77.1,12.97,,236.4,0.3,40.0,3.0,0.7,17.48
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.2,0.2,0.7,47.03,75.7,57.32,78.0,54.0,7.0,80.8,12.38,,291.0,0.3,50.0,1.0,0.2,17.44
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.3,0.2,0.7,48.53,75.72,59.03,76.0,55.0,7.0,79.5,12.58,,368.3,0.3,50.0,1.0,0.3,17.52
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.4,0.2,0.7,49.16,75.99,59.65,60.0,56.0,7.0,78.0,12.83,,441.5,0.3,50.0,1.0,0.4,17.25
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.5,0.2,0.7,49.87,75.63,60.27,77.0,54.0,7.0,79.1,12.64,,485.7,0.3,50.0,1.0,0.5,17.69
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.6,0.2,0.7,51.64,75.37,64.52,64.0,54.0,7.0,82.5,12.13,,562.1,0.3,50.0,1.0,0.6,17.14
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits1_iou_threshold0.7,0.2,0.7,53.63,75.02,66.69,52.0,51.0,8.0,74.6,13.41,,158.6,0.3,50.0,1.0,0.7,17.59
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.2,0.2,0.7,46.68,74.21,57.4,42.0,48.0,7.0,80.9,12.35,,235.6,0.3,50.0,3.0,0.2,17.21
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.3,0.2,0.7,48.22,74.35,58.92,39.0,46.0,7.0,81.4,12.29,,312.0,0.3,50.0,3.0,0.3,17.22
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.4,0.2,0.7,48.78,74.71,59.36,32.0,48.0,7.0,78.1,12.8,,385.5,0.3,50.0,3.0,0.4,17.47
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.5,0.2,0.7,49.48,74.36,59.94,25.0,47.0,7.0,85.6,11.68,,430.6,0.3,50.0,3.0,0.5,17.06
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.6,0.2,0.7,51.15,74.14,64.33,29.0,45.0,8.0,79.0,12.66,,507.2,0.3,50.0,3.0,0.6,17.58
ocsort,avenue,2,det_thresh0.3_max_age50_min_hits3_iou_threshold0.7,0.2,0.7,53.08,73.93,66.35,28.0,38.0,9.0,80.3,12.45,,158.6,0.3,50.0,3.0,0.7,17.41
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.2,0.2,0.7,45.65,75.13,55.14,113.0,56.0,7.0,79.6,12.56,,236.4,0.3,70.0,1.0,0.2,17.78
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.3,0.2,0.7,42.52,74.96,48.13,128.0,55.0,7.0,79.4,12.6,,291.0,0.3,70.0,1.0,0.3,17.26
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.4,0.2,0.7,44.09,75.35,51.2,102.0,56.0,7.0,73.4,13.63,,368.3,0.3,70.0,1.0,0.4,18.14
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.5,0.2,0.7,48.16,75.92,59.49,55.0,54.0,7.0,83.7,11.94,,441.5,0.3,70.0,1.0,0.5,17.64
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.6,0.2,0.7,50.67,75.37,63.3,68.0,55.0,7.0,80.3,12.45,,485.7,0.3,70.0,1.0,0.6,17.73
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.7,0.2,0.7,52.89,74.96,65.16,51.0,51.0,8.0,76.8,13.02,,562.1,0.3,70.0,1.0,0.7,18.0
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.2,0.2,0.7,45.33,73.33,55.32,52.0,48.0,7.0,82.6,12.11,,158.6,0.3,70.0,3.0,0.2,17.56
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.3,0.2,0.7,42.06,73.04,47.5,51.0,47.0,7.0,80.3,12.45,,235.6,0.3,70.0,3.0,0.3,17.28
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.4,0.2,0.7,43.5,73.62,50.86,42.0,48.0,7.0,77.2,12.96,,312.0,0.3,70.0,3.0,0.4,17.65
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.5,0.2,0.7,47.79,74.81,59.22,24.0,47.0,7.0,78.9,12.68,,385.5,0.3,70.0,3.0,0.5,17.7
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.6,0.2,0.7,50.24,74.11,63.17,31.0,44.0,8.0,79.6,12.56,,430.6,0.3,70.0,3.0,0.6,17.26
ocsort,avenue,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.7,0.2,0.7,52.42,74.01,64.93,28.0,39.0,9.0,77.4,12.92,,507.2,0.3,70.0,3.0,0.7,17.32
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.2,0.2,0.7,43.87,74.15,52.84,177.0,57.0,7.0,78.6,12.72,,158.6,0.3,100.0,1.0,0.2,17.63
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.3,0.2,0.7,41.41,73.83,49.5,204.0,55.0,7.0,74.5,13.43,,236.4,0.3,100.0,1.0,0.3,18.33
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.4,0.2,0.7,44.0,75.39,50.58,95.0,55.0,7.0,85.2,11.73,,291.0,0.3,100.0,1.0,0.4,17.48
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.5,0.2,0.7,48.89,75.9,59.58,53.0,55.0,7.0,78.3,12.77,,368.3,0.3,100.0,1.0,0.5,17.5
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.6,0.2,0.7,50.41,75.1,62.79,76.0,55.0,7.0,75.1,13.31,,441.5,0.3,100.0,1.0,0.6,17.88
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.7,0.2,0.7,52.69,74.93,64.89,50.0,53.0,8.0,83.0,12.04,,485.7,0.3,100.0,1.0,0.7,17.45
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.2,0.2,0.7,43.0,71.79,52.56,72.0,47.0,7.0,77.3,12.94,,562.1,0.3,100.0,3.0,0.2,17.52
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.3,0.2,0.7,40.73,71.21,49.3,64.0,45.0,7.0,77.3,12.94,,158.6,0.3,100.0,3.0,0.3,18.1
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.4,0.2,0.7,43.57,73.66,50.42,42.0,47.0,7.0,83.7,11.95,,235.6,0.3,100.0,3.0,0.4,17.34
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.5,0.2,0.7,48.62,74.85,59.46,26.0,47.0,7.0,77.6,12.89,,312.0,0.3,100.0,3.0,0.5,17.22
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.6,0.2,0.7,49.95,73.75,62.67,34.0,44.0,8.0,78.4,12.75,,385.5,0.3,100.0,3.0,0.6,18.05
ocsort,avenue,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.7,0.2,0.7,52.22,74.05,64.63,28.0,39.0,9.0,86.0,11.63,,430.6,0.3,100.0,3.0,0.7,17.45
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.2,0.2,0.7,51.71,77.66,64.0,50.0,52.0,7.0,77.2,12.95,,507.2,0.4,20.0,1.0,0.2,16.98
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.3,0.2,0.7,52.07,77.77,64.76,43.0,52.0,7.0,82.1,12.18,,158.6,0.4,20.0,1.0,0.3,16.99
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.4,0.2,0.7,52.89,77.78,65.9,38.0,51.0,7.0,82.7,12.1,,236.4,0.4,20.0,1.0,0.4,16.82
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.5,0.2,0.7,54.23,77.88,68.69,32.0,51.0,7.0,73.0,13.7,,291.0,0.4,20.0,1.0,0.5,17.22
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.6,0.2,0.7,60.09,77.64,78.41,30.0,52.0,7.0,86.9,11.51,,368.3,0.4,20.0,1.0,0.6,16.72
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.7,0.2,0.7,60.03,77.46,77.77,35.0,51.0,7.0,77.1,12.97,,441.5,0.4,20.0,1.0,0.7,16.85
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.2,0.2,0.7,51.01,75.91,63.35,22.0,48.0,9.0,76.7,13.05,,485.7,0.4,20.0,3.0,0.2,17.17
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.3,0.2,0.7,51.38,76.05,64.11,21.0,48.0,9.0,86.9,11.51,,562.1,0.4,20.0,3.0,0.3,17.07
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.4,0.2,0.7,52.18,76.06,65.18,20.0,46.0,9.0,75.7,13.21,,158.6,0.4,20.0,3.0,0.4,17.26
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.5,0.2,0.7,53.54,76.39,67.98,9.0,47.0,9.0,82.7,12.09,,235.6,0.4,20.0,3.0,0.5,17.05
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.6,0.2,0.7,59.47,76.44,77.95,7.0,45.0,9.0,80.1,12.49,,312.0,0.4,20.0,3.0,0.6,17.18
ocsort,avenue,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.7,0.2,0.7,59.24,76.06,77.24,17.0,42.0,9.0,79.3,12.61,,385.5,0.4,20.0,3.0,0.7,16.96
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.2,0.2,0.7,50.17,77.53,62.15,58.0,52.0,7.0,85.1,11.75,,430.6,0.4,30.0,1.0,0.2,16.84
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.3,0.2,0.7,51.09,77.81,63.23,43.0,52.0,7.0,74.6,13.4,,507.2,0.4,30.0,1.0,0.3,17.16
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.4,0.2,0.7,50.77,77.43,61.73,66.0,52.0,7.0,79.7,12.54,,158.6,0.4,30.0,1.0,0.4,17.51
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.5,0.2,0.7,52.69,77.75,66.12,41.0,52.0,7.0,84.2,11.87,,236.4,0.4,30.0,1.0,0.5,17.19
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.6,0.2,0.7,55.27,77.17,71.26,54.0,51.0,7.0,78.6,12.72,,291.0,0.4,30.0,1.0,0.6,17.12
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.7,0.2,0.7,59.47,76.97,76.97,44.0,50.0,8.0,85.8,11.65,,368.3,0.4,30.0,1.0,0.7,16.94
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.2,0.2,0.7,49.54,75.59,61.59,26.0,48.0,9.0,79.6,12.56,,441.5,0.4,30.0,3.0,0.2,17.0
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.3,0.2,0.7,50.52,75.91,62.68,23.0,48.0,9.0,82.2,12.17,,485.7,0.4,30.0,3.0,0.3,17.15
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.4,0.2,0.7,50.05,75.35,61.02,30.0,47.0,9.0,80.6,12.4,,562.1,0.4,30.0,3.0,0.4,17.21
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.5,0.2,0.7,52.04,76.11,65.5,14.0,47.0,9.0,72.7,13.75,,158.6,0.4,30.0,3.0,0.5,17.25
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.6,0.2,0.7,54.46,75.56,70.6,15.0,44.0,9.0,85.0,11.77,,235.6,0.4,30.0,3.0,0.6,16.88
ocsort,avenue,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.7,0.2,0.7,58.63,75.31,76.49,23.0,40.0,10.0,78.6,12.73,,312.0,0.4,30.0,3.0,0.7,16.91
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.2,0.2,0.7,49.37,77.57,59.09,54.0,52.0,7.0,77.5,12.91,,385.5,0.4,40.0,1.0,0.2,17.38
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.3,0.2,0.7,50.33,77.57,59.92,54.0,52.0,7.0,84.4,11.85,,430.6,0.4,40.0,1.0,0.3,17.02
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.4,0.2,0.7,50.67,77.4,61.17,64.0,52.0,7.0,75.3,13.27,,507.2,0.4,40.0,1.0,0.4,17.29
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.5,0.2,0.7,52.76,77.71,66.19,40.0,52.0,7.0,81.6,12.26,,158.6,0.4,40.0,1.0,0.5,17.2
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.6,0.2,0.7,54.1,76.97,69.14,59.0,51.0,7.0,86.9,11.51,,236.4,0.4,40.0,1.0,0.6,17.04
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.7,0.2,0.7,55.52,76.26,70.82,47.0,50.0,9.0,74.1,13.5,,291.0,0.4,40.0,1.0,0.7,17.7
ocsort,avenue,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.2,0.2,0.7,49.04,75.92,58.83,25.0,47.0,9.0,80.3,12.46,,368.3,0.4,40.0,3.0,0.2,17.3
