tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),track_high_thresh,track_buffer,match_thresh,Latency p95 (ms)
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer20_match_thresh0.8,0.01,0.7,42.715,41.987,57.327,4.167,9.833,17.5,84.8,12.01,,571.2,0.7,20.0,0.8,16.28
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer20_match_thresh0.9,0.01,0.7,42.568,41.965,56.868,3.667,9.833,17.5,82.2,12.57,,692.8,0.7,20.0,0.9,16.33
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer30_match_thresh0.7,0.01,0.7,42.72,42.052,57.347,4.833,9.833,17.5,86.2,11.73,,692.8,0.7,30.0,0.7,16.79
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer30_match_thresh0.8,0.01,0.7,43.038,42.003,57.9,3.833,10.0,17.5,90.2,11.5,,571.2,0.7,30.0,0.8,15.37
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer30_match_thresh0.9,0.01,0.7,42.88,41.982,57.413,3.333,10.0,17.5,81.4,12.51,,692.8,0.7,30.0,0.9,16.6
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer40_match_thresh0.7,0.01,0.7,42.737,42.08,57.428,4.5,9.833,17.5,92.8,11.23,,692.8,0.7,40.0,0.7,15.42
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer40_match_thresh0.8,0.01,0.7,43.157,42.057,58.197,3.333,10.0,17.5,86.2,11.92,,571.2,0.7,40.0,0.8,16.21
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer40_match_thresh0.9,0.01,0.7,43.06,42.04,58.077,2.667,10.0,17.5,83.8,12.32,,692.8,0.7,40.0,0.9,16.36
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer60_match_thresh0.7,0.01,0.7,42.732,42.117,57.443,4.5,9.833,17.5,85.8,11.83,,692.8,0.7,60.0,0.7,16.8
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer60_match_thresh0.8,0.01,0.7,43.138,42.085,58.173,3.5,10.0,17.5,83.6,12.3,,571.2,0.7,60.0,0.8,15.75
bytetrack,UCSD,2,track_high_thresh0.7_track_buffer60_match_thresh0.9,0.01,0.7,43.052,42.092,58.08,2.667,10.0,17.5,86.4,11.92,,692.8,0.7,60.0,0.9,16.06
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer20_match_thresh0.7,0.01,0.7,40.228,38.437,52.847,3.5,7.667,18.5,90.7,11.3,,692.8,0.8,20.0,0.7,15.41
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer20_match_thresh0.8,0.01,0.7,40.423,38.535,53.24,2.667,7.667,18.5,81.4,12.66,,590.2,0.8,20.0,0.8,16.38
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer20_match_thresh0.9,0.01,0.7,40.237,38.622,52.878,2.667,7.667,18.5,88.8,11.56,,713.8,0.8,20.0,0.9,16.21
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer30_match_thresh0.7,0.01,0.7,41.048,38.738,54.463,2.5,7.667,18.5,90.3,11.45,,714.8,0.8,30.0,0.7,15.6
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer30_match_thresh0.8,0.01,0.7,41.245,38.837,54.868,1.667,7.667,18.5,81.7,12.46,,573.0,0.8,30.0,0.8,16.45
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer30_match_thresh0.9,0.01,0.7,41.053,38.925,54.478,1.667,7.667,18.5,90.6,11.3,,672.1,0.8,30.0,0.9,16.37
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer40_match_thresh0.7,0.01,0.7,41.055,38.743,54.53,2.333,7.667,18.5,83.9,12.22,,789.3,0.8,40.0,0.7,16.42
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer40_match_thresh0.8,0.01,0.7,41.255,38.847,54.94,1.5,7.667,18.5,84.1,12.31,,514.0,0.8,40.0,0.8,16.46
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer40_match_thresh0.9,0.01,0.7,41.077,38.948,54.642,1.333,7.667,18.5,90.6,11.35,,591.1,0.8,40.0,0.9,16.12
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer60_match_thresh0.7,0.01,0.7,41.055,38.743,54.53,2.333,7.667,18.5,84.8,12.01,,719.3,0.8,60.0,0.7,16.35
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer60_match_thresh0.8,0.01,0.7,41.237,38.855,54.913,1.833,7.667,18.5,87.0,11.97,,510.2,0.8,60.0,0.8,15.87
bytetrack,UCSD,2,track_high_thresh0.8_track_buffer60_match_thresh0.9,0.01,0.7,41.158,38.973,54.867,1.167,7.667,18.5,92.0,11.2,,700.2,0.8,60.0,0.9,16.07
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer20_match_thresh0.7,0.01,0.5,57.31,65.537,76.487,4.667,8.0,4.667,80.2,12.61,,538.0,0.4,20.0,0.7,16.65
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer20_match_thresh0.8,0.01,0.5,57.483,65.507,77.497,2.333,8.333,4.667,87.2,11.5,,685.5,0.4,20.0,0.8,16.54
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer20_match_thresh0.9,0.01,0.5,58.337,65.507,78.83,2.0,8.333,4.667,86.7,11.63,,269.0,0.4,20.0,0.9,16.52
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer30_match_thresh0.7,0.01,0.5,57.253,65.577,76.463,4.667,8.0,4.667,83.1,12.35,,453.3,0.4,30.0,0.7,16.39
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer30_match_thresh0.8,0.01,0.5,57.203,65.533,77.47,2.333,8.333,4.667,89.9,11.18,,607.3,0.4,30.0,0.8,16.24
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer30_match_thresh0.9,0.01,0.5,58.1,65.563,78.817,2.0,8.333,4.667,90.4,11.13,,388.6,0.4,30.0,0.9,16.18
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer40_match_thresh0.7,0.01,0.5,57.797,65.577,77.363,4.333,8.0,4.667,80.6,12.64,,556.8,0.4,40.0,0.7,16.31
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer40_match_thresh0.8,0.01,0.5,57.747,65.533,78.37,2.0,8.333,4.667,93.6,10.88,,612.0,0.4,40.0,0.8,16.45
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer40_match_thresh0.9,0.01,0.5,58.62,65.563,79.717,1.667,8.333,4.667,80.6,12.45,,467.5,0.4,40.0,0.9,16.39
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer60_match_thresh0.7,0.01,0.5,57.797,65.577,77.363,4.333,8.0,4.667,85.8,11.7,,601.7,0.4,60.0,0.7,16.44
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer60_match_thresh0.8,0.01,0.5,57.747,65.533,78.37,2.0,8.333,4.667,90.6,11.24,,656.1,0.4,60.0,0.8,16.32
bytetrack,shanghai,2,track_high_thresh0.4_track_buffer60_match_thresh0.9,0.01,0.5,58.62,65.563,79.717,1.667,8.333,4.667,81.5,12.64,,467.5,0.4,60.0,0.9,16.28
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer20_match_thresh0.7,0.01,0.5,57.917,68.44,77.563,3.333,8.0,4.667,91.6,11.07,,601.7,0.5,20.0,0.7,16.28
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer20_match_thresh0.8,0.01,0.5,59.157,68.557,80.073,2.0,7.667,4.667,79.4,12.65,,656.1,0.5,20.0,0.8,16.48
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer20_match_thresh0.9,0.01,0.5,59.153,68.6,80.073,2.0,7.667,4.667,83.9,12.01,,467.5,0.5,20.0,0.9,16.28
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer30_match_thresh0.7,0.01,0.5,57.86,68.443,77.537,3.333,8.0,4.667,90.6,11.3,,601.7,0.5,30.0,0.7,16.26
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer30_match_thresh0.8,0.01,0.5,58.943,68.57,80.053,2.0,7.667,4.667,79.7,12.72,,656.1,0.5,30.0,0.8,16.52
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer30_match_thresh0.9,0.01,0.5,58.95,68.627,80.06,2.0,7.667,4.667,88.8,11.32,,467.5,0.5,30.0,0.9,16.17
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer40_match_thresh0.7,0.01,0.5,58.387,68.417,78.423,3.0,8.0,4.667,83.1,12.08,,601.7,0.5,40.0,0.7,16.41
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer40_match_thresh0.8,0.01,0.5,59.38,68.56,80.847,1.667,7.667,4.667,82.1,12.45,,656.1,0.5,40.0,0.8,16.25
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer40_match_thresh0.9,0.01,0.5,59.457,68.6,80.947,1.667,7.667,4.667,93.9,11.1,,467.5,0.5,40.0,0.9,16.09
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer60_match_thresh0.7,0.01,0.5,58.387,68.417,78.423,3.0,8.0,4.667,82.1,12.44,,601.7,0.5,60.0,0.7,16.42
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer60_match_thresh0.8,0.01,0.5,59.38,68.56,80.847,1.667,7.667,4.667,86.6,11.56,,656.1,0.5,60.0,0.8,16.17
bytetrack,shanghai,2,track_high_thresh0.5_track_buffer60_match_thresh0.9,0.01,0.5,59.457,68.6,80.947,1.667,7.667,4.667,90.5,11.27,,467.5,0.5,60.0,0.9,16.02
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer20_match_thresh0.7,0.01,0.5,58.143,69.007,77.693,3.667,8.0,5.333,82.8,12.5,,601.7,0.6,20.0,0.7,16.35
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer20_match_thresh0.8,0.01,0.5,59.287,69.07,79.797,2.333,7.667,5.333,87.9,11.46,,671.4,0.6,20.0,0.8,16.27
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer20_match_thresh0.9,0.01,0.5,59.287,69.07,79.797,2.333,7.667,5.333,84.2,11.9,,452.4,0.6,20.0,0.9,16.26
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer30_match_thresh0.7,0.01,0.5,58.073,68.977,77.653,3.667,8.0,5.333,84.3,11.93,,585.8,0.6,30.0,0.7,16.33
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer30_match_thresh0.8,0.01,0.5,59.077,69.07,79.77,2.333,7.667,5.333,90.1,11.33,,656.0,0.6,30.0,0.8,16.21
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer30_match_thresh0.9,0.01,0.5,59.163,69.103,80.09,2.0,7.667,5.333,77.7,13.02,,452.4,0.6,30.0,0.9,16.62
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer40_match_thresh0.7,0.01,0.5,58.073,68.977,77.653,3.667,8.0,5.333,84.0,11.92,,585.8,0.6,40.0,0.7,16.47
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer40_match_thresh0.8,0.01,0.5,59.02,69.083,79.687,2.333,7.667,5.333,85.1,11.76,,656.0,0.6,40.0,0.8,16.47
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer40_match_thresh0.9,0.01,0.5,59.107,69.117,80.007,2.0,7.667,5.333,82.7,12.42,,452.4,0.6,40.0,0.9,16.13
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer60_match_thresh0.7,0.01,0.5,58.55,68.977,78.433,3.333,8.0,5.333,86.4,11.74,,585.8,0.6,60.0,0.7,16.67
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer60_match_thresh0.8,0.01,0.5,59.477,69.083,80.467,2.0,7.667,5.333,81.0,12.38,,656.0,0.6,60.0,0.8,16.32
bytetrack,shanghai,2,track_high_thresh0.6_track_buffer60_match_thresh0.9,0.01,0.5,59.563,69.117,80.787,1.667,7.667,5.333,80.7,12.6,,452.4,0.6,60.0,0.9,16.27
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer20_match_thresh0.7,0.01,0.5,58.303,68.26,78.7,2.667,7.0,5.333,87.9,11.6,,585.8,0.7,20.0,0.7,16.37
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer20_match_thresh0.8,0.01,0.5,59.14,68.277,79.933,2.333,7.0,5.333,81.0,12.55,,656.0,0.7,20.0,0.8,16.29
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer20_match_thresh0.9,0.01,0.5,59.14,68.277,79.933,2.333,7.0,5.333,85.1,11.78,,452.4,0.7,20.0,0.9,16.36
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer30_match_thresh0.7,0.01,0.5,58.237,68.243,78.663,2.667,7.0,5.333,84.1,11.91,,585.8,0.7,30.0,0.7,16.29
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer30_match_thresh0.8,0.01,0.5,59.117,68.43,80.007,2.333,7.0,5.333,83.3,12.41,,656.0,0.7,30.0,0.8,16.44
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer30_match_thresh0.9,0.01,0.5,59.113,68.417,80.0,2.333,7.0,5.333,94.2,11.02,,452.4,0.7,30.0,0.9,16.11
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer40_match_thresh0.7,0.01,0.5,58.237,68.243,78.663,2.667,7.0,5.333,80.4,12.54,,585.8,0.7,40.0,0.7,16.23
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer40_match_thresh0.8,0.01,0.5,59.057,68.443,79.927,2.333,7.0,5.333,85.1,11.76,,656.0,0.7,40.0,0.8,16.8
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer40_match_thresh0.9,0.01,0.5,59.053,68.43,79.92,2.333,7.0,5.333,88.2,11.47,,452.4,0.7,40.0,0.9,16.2
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer60_match_thresh0.7,0.01,0.5,58.237,68.243,78.663,2.667,7.0,5.333,82.4,12.6,,585.8,0.7,60.0,0.7,16.22
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer60_match_thresh0.8,0.01,0.5,59.057,68.443,79.927,2.333,7.0,5.333,88.7,11.59,,656.0,0.7,60.0,0.8,16.72
bytetrack,shanghai,2,track_high_thresh0.7_track_buffer60_match_thresh0.9,0.01,0.5,59.05,68.413,79.913,2.333,7.0,5.333,83.7,11.98,,452.4,0.7,60.0,0.9,16.64
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer20_match_thresh0.7,0.01,0.5,56.143,65.487,75.663,3.0,5.667,7.0,82.1,12.23,,591.3,0.8,20.0,0.7,16.55
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer20_match_thresh0.8,0.01,0.5,56.143,65.487,75.663,3.0,5.667,7.0,93.6,11.0,,311.2,0.8,20.0,0.8,16.09
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer20_match_thresh0.9,0.01,0.5,56.13,65.497,75.643,3.0,5.667,7.0,83.2,12.43,,512.9,0.8,20.0,0.9,16.36
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer30_match_thresh0.7,0.01,0.5,55.95,65.673,75.477,3.333,5.667,6.667,88.0,11.58,,714.5,0.8,30.0,0.7,16.27
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer30_match_thresh0.8,0.01,0.5,55.95,65.673,75.477,3.333,5.667,6.667,83.6,11.96,,304.7,0.8,30.0,0.8,16.62
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer30_match_thresh0.9,0.01,0.5,55.913,65.587,75.413,3.333,5.667,6.667,81.4,12.47,,536.3,0.8,30.0,0.9,16.47
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer40_match_thresh0.7,0.01,0.5,55.95,65.673,75.477,3.333,5.667,6.667,93.1,11.11,,584.1,0.8,40.0,0.7,16.15
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer40_match_thresh0.8,0.01,0.5,55.95,65.673,75.477,3.333,5.667,6.667,79.7,12.6,,414.3,0.8,40.0,0.8,16.47
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer40_match_thresh0.9,0.01,0.5,56.06,65.797,75.63,3.333,5.667,6.667,83.0,12.09,,644.9,0.8,40.0,0.9,16.45
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer60_match_thresh0.7,0.01,0.5,56.123,65.697,76.057,3.0,5.667,6.667,88.1,11.47,,269.0,0.8,60.0,0.7,16.25
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer60_match_thresh0.8,0.01,0.5,56.12,65.683,76.05,3.0,5.667,6.667,78.4,12.86,,471.2,0.8,60.0,0.8,16.61
bytetrack,shanghai,2,track_high_thresh0.8_track_buffer60_match_thresh0.9,0.01,0.5,56.783,65.85,77.213,2.667,5.667,6.667,88.7,11.38,,639.4,0.8,60.0,0.9,16.37
bytetrack,gmot,2,track_high_thresh0.4_track_buffer20_match_thresh0.7,0.01,0.6,18.631,19.573,24.251,42.25,4.375,31.375,77.5,13.14,,629.8,0.4,20.0,0.7,17.44
bytetrack,gmot,2,track_high_thresh0.4_track_buffer20_match_thresh0.8,0.01,0.6,19.422,19.725,25.764,34.5,4.25,31.25,77.9,13.06,,746.1,0.4,20.0,0.8,17.47
bytetrack,gmot,2,track_high_thresh0.4_track_buffer20_match_thresh0.9,0.01,0.6,19.58,19.946,26.006,31.875,4.375,31.25,75.3,13.43,,654.3,0.4,20.0,0.9,17.34
bytetrack,gmot,2,track_high_thresh0.4_track_buffer30_match_thresh0.7,0.01,0.6,18.616,19.547,24.224,42.875,4.375,31.375,78.5,12.91,,668.5,0.4,30.0,0.7,17.44
bytetrack,gmot,2,track_high_thresh0.4_track_buffer30_match_thresh0.8,0.01,0.6,19.525,19.744,25.903,34.25,4.375,31.25,76.8,13.38,,655.4,0.4,30.0,0.8,17.49
bytetrack,gmot,2,track_high_thresh0.4_track_buffer30_match_thresh0.9,0.01,0.6,19.67,20.019,26.165,30.875,4.375,31.125,77.3,13.23,,685.0,0.4,30.0,0.9,17.36
bytetrack,gmot,2,track_high_thresh0.4_track_buffer40_match_thresh0.7,0.01,0.6,18.62,19.547,24.234,42.75,4.25,31.375,77.6,13.14,,729.5,0.4,40.0,0.7,17.47
bytetrack,gmot,2,track_high_thresh0.4_track_buffer40_match_thresh0.8,0.01,0.6,19.578,19.816,25.951,35.125,4.375,31.125,79.9,12.76,,667.4,0.4,40.0,0.8,17.41
bytetrack,gmot,2,track_high_thresh0.4_track_buffer40_match_thresh0.9,0.01,0.6,19.669,20.088,26.081,30.375,4.375,31.0,79.7,12.7,,667.4,0.4,40.0,0.9,17.57
bytetrack,gmot,2,track_high_thresh0.4_track_buffer60_match_thresh0.7,0.01,0.6,18.619,19.54,24.234,43.0,4.25,31.375,78.1,12.99,,634.4,0.4,60.0,0.7,17.54
bytetrack,gmot,2,track_high_thresh0.4_track_buffer60_match_thresh0.8,0.01,0.6,19.564,19.8,25.906,35.375,4.375,31.125,76.8,13.08,,672.3,0.4,60.0,0.8,17.4
bytetrack,gmot,2,track_high_thresh0.4_track_buffer60_match_thresh0.9,0.01,0.6,19.486,20.126,25.779,30.625,4.375,30.75,75.4,13.28,,698.1,0.4,60.0,0.9,17.82
bytetrack,gmot,2,track_high_thresh0.5_track_buffer20_match_thresh0.7,0.01,0.6,17.425,17.598,22.529,28.25,4.0,33.5,79.9,12.84,,611.9,0.5,20.0,0.7,17.06
bytetrack,gmot,2,track_high_thresh0.5_track_buffer20_match_thresh0.8,0.01,0.6,17.752,17.689,23.246,24.75,4.0,33.5,77.5,13.25,,668.4,0.5,20.0,0.8,17.22
bytetrack,gmot,2,track_high_thresh0.5_track_buffer20_match_thresh0.9,0.01,0.6,17.899,17.824,23.547,22.5,4.375,33.625,78.9,13.01,,645.1,0.5,20.0,0.9,17.33
bytetrack,gmot,2,track_high_thresh0.5_track_buffer30_match_thresh0.7,0.01,0.6,17.361,17.549,22.454,28.875,4.0,33.5,78.3,13.06,,611.5,0.5,30.0,0.7,17.18
bytetrack,gmot,2,track_high_thresh0.5_track_buffer30_match_thresh0.8,0.01,0.6,17.814,17.681,23.385,24.5,4.125,33.5,79.1,12.89,,651.4,0.5,30.0,0.8,17.2
bytetrack,gmot,2,track_high_thresh0.5_track_buffer30_match_thresh0.9,0.01,0.6,17.921,17.849,23.59,22.75,4.375,33.625,81.5,12.43,,742.9,0.5,30.0,0.9,17.26
bytetrack,gmot,2,track_high_thresh0.5_track_buffer40_match_thresh0.7,0.01,0.6,17.361,17.58,22.457,29.375,4.0,33.5,77.2,13.04,,576.7,0.5,40.0,0.7,17.5
bytetrack,gmot,2,track_high_thresh0.5_track_buffer40_match_thresh0.8,0.01,0.6,17.819,17.731,23.385,24.625,4.125,33.5,78.6,12.85,,666.7,0.5,40.0,0.8,17.34
bytetrack,gmot,2,track_high_thresh0.5_track_buffer40_match_thresh0.9,0.01,0.6,17.91,17.87,23.588,22.5,4.375,33.625,78.0,13.09,,712.7,0.5,40.0,0.9,17.15
bytetrack,gmot,2,track_high_thresh0.5_track_buffer60_match_thresh0.7,0.01,0.6,17.361,17.576,22.456,29.375,4.0,33.5,79.3,12.99,,642.2,0.5,60.0,0.7,17.37
bytetrack,gmot,2,track_high_thresh0.5_track_buffer60_match_thresh0.8,0.01,0.6,17.819,17.723,23.381,24.5,4.125,33.5,82.4,12.46,,642.9,0.5,60.0,0.8,17.02
bytetrack,gmot,2,track_high_thresh0.5_track_buffer60_match_thresh0.9,0.01,0.6,17.704,17.896,23.249,23.125,4.375,33.625,83.0,12.26,,632.3,0.5,60.0,0.9,17.19
bytetrack,gmot,2,track_high_thresh0.6_track_buffer20_match_thresh0.7,0.01,0.6,15.916,16.648,21.275,20.5,3.875,34.75,83.5,12.11,,618.0,0.6,20.0,0.7,16.89
bytetrack,gmot,2,track_high_thresh0.6_track_buffer20_match_thresh0.8,0.01,0.6,16.305,16.57,21.986,18.375,4.0,34.75,83.4,12.22,,606.3,0.6,20.0,0.8,16.89
bytetrack,gmot,2,track_high_thresh0.6_track_buffer20_match_thresh0.9,0.01,0.6,16.339,16.877,22.123,17.25,4.125,34.5,80.0,12.81,,753.1,0.6,20.0,0.9,17.27
bytetrack,gmot,2,track_high_thresh0.6_track_buffer30_match_thresh0.7,0.01,0.6,15.925,16.685,21.355,20.75,3.875,34.75,80.8,12.71,,554.6,0.6,30.0,0.7,17.09
bytetrack,gmot,2,track_high_thresh0.6_track_buffer30_match_thresh0.8,0.01,0.6,16.39,16.631,22.178,18.375,4.0,34.75,84.4,12.22,,682.9,0.6,30.0,0.8,16.89
bytetrack,gmot,2,track_high_thresh0.6_track_buffer30_match_thresh0.9,0.01,0.6,16.399,16.945,22.22,17.375,4.125,34.5,81.7,12.49,,666.3,0.6,30.0,0.9,16.73
bytetrack,gmot,2,track_high_thresh0.6_track_buffer40_match_thresh0.7,0.01,0.6,15.932,16.712,21.352,21.0,3.875,34.75,82.6,12.23,,652.0,0.6,40.0,0.7,17.2
bytetrack,gmot,2,track_high_thresh0.6_track_buffer40_match_thresh0.8,0.01,0.6,16.402,16.683,22.168,18.5,4.0,34.75,81.7,12.45,,681.2,0.6,40.0,0.8,17.28
bytetrack,gmot,2,track_high_thresh0.6_track_buffer40_match_thresh0.9,0.01,0.6,16.41,17.012,22.229,17.5,4.125,34.5,80.9,12.72,,725.3,0.6,40.0,0.9,17.28
bytetrack,gmot,2,track_high_thresh0.6_track_buffer60_match_thresh0.7,0.01,0.6,15.921,16.694,21.325,21.125,3.875,34.75,80.6,12.78,,622.0,0.6,60.0,0.7,17.44
bytetrack,gmot,2,track_high_thresh0.6_track_buffer60_match_thresh0.8,0.01,0.6,16.398,16.677,22.148,18.375,4.0,34.75,81.5,12.66,,695.2,0.6,60.0,0.8,17.18
bytetrack,gmot,2,track_high_thresh0.6_track_buffer60_match_thresh0.9,0.01,0.6,16.415,16.992,22.261,17.5,4.125,34.5,83.3,12.37,,682.9,0.6,60.0,0.9,16.71
bytetrack,gmot,2,track_high_thresh0.7_track_buffer20_match_thresh0.7,0.01,0.6,15.344,15.987,20.42,13.5,3.875,35.25,82.8,12.18,,554.6,0.7,20.0,0.7,16.8
bytetrack,gmot,2,track_high_thresh0.7_track_buffer20_match_thresh0.8,0.01,0.6,15.341,15.71,20.481,12.875,3.75,35.5,83.2,12.15,,682.9,0.7,20.0,0.8,16.84
bytetrack,gmot,2,track_high_thresh0.7_track_buffer20_match_thresh0.9,0.01,0.6,15.466,16.1,20.63,11.5,3.875,35.0,78.9,12.95,,666.3,0.7,20.0,0.9,17.14
bytetrack,gmot,2,track_high_thresh0.7_track_buffer30_match_thresh0.7,0.01,0.6,15.344,15.987,20.42,13.5,3.875,35.25,81.2,12.64,,652.0,0.7,30.0,0.7,17.11
bytetrack,gmot,2,track_high_thresh0.7_track_buffer30_match_thresh0.8,0.01,0.6,15.341,15.71,20.483,13.0,3.75,35.5,83.0,12.37,,681.2,0.7,30.0,0.8,16.99
bytetrack,gmot,2,track_high_thresh0.7_track_buffer30_match_thresh0.9,0.01,0.6,15.539,16.114,20.789,11.75,3.875,35.0,82.7,12.27,,725.3,0.7,30.0,0.9,17.06
bytetrack,gmot,2,track_high_thresh0.7_track_buffer40_match_thresh0.7,0.01,0.6,15.401,15.999,20.528,13.5,3.875,35.25,80.5,12.46,,622.0,0.7,40.0,0.7,17.29
bytetrack,gmot,2,track_high_thresh0.7_track_buffer40_match_thresh0.8,0.01,0.6,15.386,15.721,20.565,12.875,3.75,35.5,79.4,12.8,,695.2,0.7,40.0,0.8,16.92
bytetrack,gmot,2,track_high_thresh0.7_track_buffer40_match_thresh0.9,0.01,0.6,15.659,16.154,20.951,11.625,3.875,34.875,79.0,12.95,,682.9,0.7,40.0,0.9,17.11
bytetrack,gmot,2,track_high_thresh0.7_track_buffer60_match_thresh0.7,0.01,0.6,15.386,15.982,20.454,13.75,3.875,35.25,82.5,12.49,,554.6,0.7,60.0,0.7,17.17
bytetrack,gmot,2,track_high_thresh0.7_track_buffer60_match_thresh0.8,0.01,0.6,15.39,15.73,20.574,12.875,3.75,35.5,82.1,12.44,,682.9,0.7,60.0,0.8,17.13
bytetrack,gmot,2,track_high_thresh0.7_track_buffer60_match_thresh0.9,0.01,0.6,15.648,16.167,20.934,11.625,3.875,34.875,84.4,12.0,,666.3,0.7,60.0,0.9,16.92
bytetrack,gmot,2,track_high_thresh0.8_track_buffer20_match_thresh0.7,0.01,0.6,14.936,15.16,19.773,7.75,3.75,36.875,81.3,12.4,,652.0,0.8,20.0,0.7,17.12
bytetrack,gmot,2,track_high_thresh0.8_track_buffer20_match_thresh0.8,0.01,0.6,14.991,15.171,19.93,7.75,3.875,37.0,81.3,12.61,,681.2,0.8,20.0,0.8,16.83
bytetrack,gmot,2,track_high_thresh0.8_track_buffer20_match_thresh0.9,0.01,0.6,14.99,15.165,19.946,7.375,3.75,37.0,80.2,12.77,,725.3,0.8,20.0,0.9,16.89
bytetrack,gmot,2,track_high_thresh0.8_track_buffer30_match_thresh0.7,0.01,0.6,14.97,15.239,19.82,7.75,3.75,36.875,84.4,12.18,,622.0,0.8,30.0,0.7,16.97
bytetrack,gmot,2,track_high_thresh0.8_track_buffer30_match_thresh0.8,0.01,0.6,15.027,15.254,19.98,7.75,3.875,37.0,83.5,12.08,,695.2,0.8,30.0,0.8,17.11
bytetrack,gmot,2,track_high_thresh0.8_track_buffer30_match_thresh0.9,0.01,0.6,15.014,15.256,19.98,7.5,3.75,37.0,82.4,12.38,,682.9,0.8,30.0,0.9,16.91
