tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),max_dist,max_age,n_init,max_iou_dist,Latency p95 (ms)
deepsort,gmot,2,max_dist0.5_max_age50_n_init5_max_iou_dist0.5,0.3,0.5,18.419,-0.359,23.398,40.25,4.875,29.375,52.9,30.72,,3000.2,0.5,50.0,5.0,0.5,46.01
deepsort,gmot,2,max_dist0.5_max_age50_n_init5_max_iou_dist0.7,0.3,0.5,18.566,-0.047,23.765,39.0,5.125,28.875,53.7,30.86,,2924.6,0.5,50.0,5.0,0.7,45.44
deepsort,gmot,2,max_dist0.5_max_age50_n_init5_max_iou_dist0.9,0.3,0.5,18.486,-0.796,23.65,40.75,4.375,29.125,53.2,30.56,,2769.1,0.5,50.0,5.0,0.9,44.85
deepsort,gmot,2,max_dist0.5_max_age70_n_init1_max_iou_dist0.5,0.3,0.5,18.834,-25.665,22.34,76.5,7.75,25.25,50.4,32.84,,2925.4,0.5,70.0,1.0,0.5,51.91
deepsort,gmot,2,max_dist0.5_max_age70_n_init1_max_iou_dist0.7,0.3,0.5,19.036,-21.189,22.899,71.625,7.125,24.875,47.9,33.74,,2770.9,0.5,70.0,1.0,0.7,52.55
deepsort,gmot,2,max_dist0.5_max_age70_n_init1_max_iou_dist0.9,0.3,0.5,19.19,-21.701,23.079,74.75,7.5,25.0,50.2,33.18,,2848.0,0.5,70.0,1.0,0.9,52.34
deepsort,gmot,2,max_dist0.5_max_age70_n_init3_max_iou_dist0.5,0.3,0.5,18.545,-16.829,22.379,65.5,6.375,26.25,50.9,32.05,,2770.9,0.5,70.0,3.0,0.5,50.43
deepsort,gmot,2,max_dist0.5_max_age70_n_init3_max_iou_dist0.7,0.3,0.5,18.688,-14.039,22.543,64.25,6.25,26.25,49.5,32.7,,2925.4,0.5,70.0,3.0,0.7,51.82
deepsort,gmot,2,max_dist0.5_max_age70_n_init3_max_iou_dist0.9,0.3,0.5,18.74,-13.589,22.861,64.375,6.125,26.25,48.1,33.14,,2998.7,0.5,70.0,3.0,0.9,52.9
deepsort,gmot,2,max_dist0.5_max_age70_n_init5_max_iou_dist0.5,0.3,0.5,17.996,-5.716,22.58,46.0,4.875,29.0,51.3,31.98,,2848.0,0.5,70.0,5.0,0.5,48.02
deepsort,gmot,2,max_dist0.5_max_age70_n_init5_max_iou_dist0.7,0.3,0.5,17.906,-5.964,22.526,46.625,5.0,28.875,50.3,32.34,,2770.1,0.5,70.0,5.0,0.7,49.58
deepsort,gmot,2,max_dist0.5_max_age70_n_init5_max_iou_dist0.9,0.3,0.5,17.879,-6.706,22.617,49.0,4.375,29.0,50.4,32.12,,2925.4,0.5,70.0,5.0,0.9,49.19
deepsort,gmot,2,max_dist0.5_max_age100_n_init1_max_iou_dist0.5,0.3,0.5,17.875,-34.725,20.777,76.75,7.625,25.25,49.7,32.98,,2770.9,0.5,100.0,1.0,0.5,53.68
deepsort,gmot,2,max_dist0.5_max_age100_n_init1_max_iou_dist0.7,0.3,0.5,18.178,-29.107,21.816,73.625,7.125,24.875,49.0,33.59,,2923.3,0.5,100.0,1.0,0.7,53.97
deepsort,gmot,2,max_dist0.5_max_age100_n_init1_max_iou_dist0.9,0.3,0.5,18.291,-30.15,21.884,78.25,7.5,24.875,48.4,33.62,,2847.2,0.5,100.0,1.0,0.9,55.7
deepsort,gmot,2,max_dist0.5_max_age100_n_init3_max_iou_dist0.5,0.3,0.5,17.885,-23.915,21.305,69.375,6.625,26.125,50.1,32.98,,3000.2,0.5,100.0,3.0,0.5,53.34
deepsort,gmot,2,max_dist0.5_max_age100_n_init3_max_iou_dist0.7,0.3,0.5,18.267,-20.192,21.948,64.75,6.125,26.25,48.7,33.29,,2770.9,0.5,100.0,3.0,0.7,53.11
deepsort,gmot,2,max_dist0.5_max_age100_n_init3_max_iou_dist0.9,0.3,0.5,18.345,-20.657,22.09,67.25,6.125,26.375,46.9,34.88,,2848.0,0.5,100.0,3.0,0.9,57.82
deepsort,gmot,2,max_dist0.5_max_age100_n_init5_max_iou_dist0.5,0.3,0.5,17.492,-11.005,21.796,50.75,4.875,29.0,49.8,33.39,,2770.9,0.5,100.0,5.0,0.5,52.29
deepsort,gmot,2,max_dist0.5_max_age100_n_init5_max_iou_dist0.7,0.3,0.5,17.47,-10.543,21.668,52.0,5.125,28.75,46.8,35.27,,2925.4,0.5,100.0,5.0,0.7,57.21
deepsort,gmot,2,max_dist0.5_max_age100_n_init5_max_iou_dist0.9,0.3,0.5,17.364,-11.198,21.753,53.25,4.625,28.875,44.1,33.8,,2770.9,0.5,100.0,5.0,0.9,53.96
