tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),max_dist,max_age,n_init,max_iou_dist,Latency p95 (ms)
deepsort,avenue,1,"conf:0.3,iou:0.5",0.3,0.5,39.31,56.33,45.08,10.0,68.0,6.0,26.4,37.89,53.87,956.0,,,,,
deepsort,avenue,1,"conf:0.3,iou:0.6",0.3,0.6,39.31,56.33,45.08,10.0,68.0,6.0,29.5,33.86,48.54,1031.6,,,,,
deepsort,avenue,1,"conf:0.3,iou:0.7",0.3,0.7,42.29,55.03,48.4,11.0,68.0,6.0,33.3,30.0,43.85,1107.9,,,,,
deepsort,avenue,1,"conf:0.4,iou:0.5",0.4,0.5,42.47,58.65,49.17,10.0,66.0,7.0,35.3,28.3,43.76,1109.5,,,,,
deepsort,avenue,1,"conf:0.4,iou:0.6",0.4,0.6,42.47,58.65,49.17,10.0,66.0,7.0,35.0,28.59,43.88,1184.4,,,,,
deepsort,avenue,1,"conf:0.4,iou:0.7",0.4,0.7,44.43,58.7,52.51,9.0,66.0,7.0,35.7,27.98,43.51,883.2,,,,,
deepsort,avenue,1,"conf:0.5,iou:0.5",0.5,0.5,43.57,60.08,51.18,10.0,64.0,7.0,37.9,26.37,37.24,958.9,,,,,
deepsort,avenue,1,"conf:0.5,iou:0.6",0.5,0.6,43.57,60.08,51.18,10.0,64.0,7.0,38.0,26.31,37.36,1034.5,,,,,
deepsort,avenue,1,"conf:0.5,iou:0.7",0.5,0.7,43.56,60.08,51.21,10.0,64.0,7.0,36.2,27.64,40.44,1112.1,,,,,
deepsort,UCSD,1,"conf:0.3,iou:0.5",0.3,0.5,45.832,47.258,61.05,9.667,14.333,11.833,34.2,29.32,42.44,1637.6,,,,,
deepsort,UCSD,1,"conf:0.3,iou:0.6",0.3,0.6,45.827,47.215,61.025,9.667,14.333,11.833,32.9,30.75,43.3,1718.4,,,,,
deepsort,UCSD,1,"conf:0.3,iou:0.7",0.3,0.7,45.698,46.842,60.878,9.833,14.333,12.0,33.9,29.7,43.54,1941.2,,,,,
deepsort,UCSD,1,"conf:0.4,iou:0.5",0.4,0.5,44.83,44.41,60.258,8.167,12.833,13.167,35.4,28.47,40.49,1715.1,,,,,
deepsort,UCSD,1,"conf:0.4,iou:0.6",0.4,0.6,44.822,44.345,60.22,8.167,12.833,13.167,35.1,28.78,43.06,1637.6,,,,,
deepsort,UCSD,1,"conf:0.4,iou:0.7",0.4,0.7,44.822,44.345,60.22,8.167,12.833,13.167,33.1,30.34,45.22,1637.6,,,,,
deepsort,UCSD,1,"conf:0.5,iou:0.5",0.5,0.5,43.18,42.347,57.778,8.833,12.333,15.167,36.2,27.93,38.9,1493.6,,,,,
deepsort,UCSD,1,"conf:0.5,iou:0.6",0.5,0.6,43.18,42.347,57.778,8.833,12.333,15.167,32.5,33.4,71.39,1418.3,,,,,
deepsort,UCSD,1,"conf:0.5,iou:0.7",0.5,0.7,43.18,42.347,57.778,8.833,12.333,15.167,36.9,27.48,38.66,1717.4,,,,,
deepsort,shanghai,1,"conf:0.3,iou:0.5",0.3,0.5,53.143,54.7,69.927,4.0,8.667,4.0,41.1,24.64,33.52,1116.0,,,,,
deepsort,shanghai,1,"conf:0.3,iou:0.6",0.3,0.6,53.077,54.437,69.81,4.333,8.667,4.0,41.4,24.51,33.54,1037.6,,,,,
deepsort,shanghai,1,"conf:0.3,iou:0.7",0.3,0.7,52.903,54.163,70.35,4.333,8.667,4.0,41.9,24.17,33.38,1116.1,,,,,
deepsort,shanghai,1,"conf:0.4,iou:0.5",0.4,0.5,54.207,58.903,71.26,4.0,8.333,4.667,42.1,23.98,32.91,1037.6,,,,,
deepsort,shanghai,1,"conf:0.4,iou:0.6",0.4,0.6,54.123,58.69,71.16,4.333,8.333,4.667,42.7,23.66,32.96,1043.0,,,,,
deepsort,shanghai,1,"conf:0.4,iou:0.7",0.4,0.7,53.98,58.46,71.64,4.333,8.333,4.667,39.5,26.45,57.35,1037.6,,,,,
deepsort,shanghai,1,"conf:0.5,iou:0.5",0.5,0.5,54.393,60.847,72.027,4.667,7.667,5.333,43.6,23.03,31.25,1191.1,,,,,
deepsort,shanghai,1,"conf:0.5,iou:0.6",0.5,0.6,54.39,60.833,72.023,4.667,7.667,5.333,44.2,22.84,31.27,884.9,,,,,
deepsort,shanghai,1,"conf:0.5,iou:0.7",0.5,0.7,54.363,60.8,71.883,5.0,7.667,5.333,42.8,23.54,31.7,1116.1,,,,,
deepsort,gmot,1,"conf:0.3,iou:0.5",0.3,0.5,20.18,3.06,25.273,49.0,5.875,26.875,48.7,32.41,46.32,2847.3,,,,,
deepsort,gmot,1,"conf:0.3,iou:0.6",0.3,0.6,19.816,2.834,24.622,50.375,6.125,26.75,50.4,32.17,45.73,3000.2,,,,,
deepsort,gmot,1,"conf:0.3,iou:0.7",0.3,0.7,19.544,1.384,24.017,50.75,6.25,26.75,50.5,32.02,46.36,2848.0,,,,,
deepsort,gmot,1,"conf:0.4,iou:0.5",0.4,0.5,17.045,2.105,21.29,38.75,4.75,31.375,55.2,29.93,44.69,2843.9,,,,,
deepsort,gmot,1,"conf:0.4,iou:0.6",0.4,0.6,16.692,1.915,20.705,38.625,5.25,31.375,57.5,29.32,41.77,2847.3,,,,,
deepsort,gmot,1,"conf:0.4,iou:0.7",0.4,0.7,16.485,0.881,20.264,39.125,5.25,31.375,56.5,28.86,41.03,2999.9,,,,,
deepsort,gmot,1,"conf:0.5,iou:0.5",0.5,0.5,15.607,4.428,19.754,25.375,4.5,34.0,56.0,27.72,38.98,2690.1,,,,,
deepsort,gmot,1,"conf:0.5,iou:0.6",0.5,0.6,15.401,4.454,19.433,25.625,4.625,34.0,58.4,27.96,39.29,2765.6,,,,,
deepsort,gmot,1,"conf:0.5,iou:0.7",0.5,0.7,15.228,3.745,19.045,27.625,4.75,34.0,53.5,29.34,41.76,2843.9,,,,,
deepsort,avenue,2,max_dist0.1_max_age30_n_init1_max_iou_dist0.5,0.4,0.7,50.02,34.11,66.67,36.0,65.0,6.0,44.6,22.4,,1355.1,0.1,30.0,1.0,0.5,31.52
deepsort,avenue,2,max_dist0.1_max_age30_n_init1_max_iou_dist0.7,0.4,0.7,50.12,36.36,66.82,33.0,65.0,6.0,44.1,22.69,,890.8,0.1,30.0,1.0,0.7,32.24
deepsort,avenue,2,max_dist0.1_max_age30_n_init1_max_iou_dist0.9,0.4,0.7,50.14,36.66,66.88,34.0,65.0,6.0,44.6,22.44,,970.9,0.1,30.0,1.0,0.9,32.33
deepsort,avenue,2,max_dist0.1_max_age30_n_init3_max_iou_dist0.5,0.4,0.7,50.29,36.71,67.22,37.0,63.0,6.0,45.4,22.02,,1047.1,0.1,30.0,3.0,0.5,31.57
deepsort,avenue,2,max_dist0.1_max_age30_n_init3_max_iou_dist0.7,0.4,0.7,50.42,38.97,67.42,33.0,63.0,6.0,44.8,22.32,,1125.8,0.1,30.0,3.0,0.7,32.45
deepsort,avenue,2,max_dist0.1_max_age30_n_init3_max_iou_dist0.9,0.4,0.7,50.38,38.81,67.31,35.0,63.0,6.0,44.5,22.47,,890.8,0.1,30.0,3.0,0.9,32.03
deepsort,avenue,2,max_dist0.1_max_age30_n_init5_max_iou_dist0.5,0.4,0.7,45.86,40.29,59.03,32.0,58.0,8.0,39.6,25.26,,970.9,0.1,30.0,5.0,0.5,33.77
deepsort,avenue,2,max_dist0.1_max_age30_n_init5_max_iou_dist0.7,0.4,0.7,48.58,41.87,64.36,29.0,58.0,8.0,43.6,22.92,,1047.1,0.1,30.0,5.0,0.7,31.18
deepsort,avenue,2,max_dist0.1_max_age30_n_init5_max_iou_dist0.9,0.4,0.7,48.53,41.66,64.2,31.0,57.0,8.0,43.3,23.11,,1125.8,0.1,30.0,5.0,0.9,32.05
deepsort,avenue,2,max_dist0.1_max_age50_n_init1_max_iou_dist0.5,0.4,0.7,42.33,2.64,57.52,41.0,68.0,6.0,43.2,23.12,,1201.5,0.1,50.0,1.0,0.5,34.97
deepsort,avenue,2,max_dist0.1_max_age50_n_init1_max_iou_dist0.7,0.4,0.7,42.43,5.29,57.62,39.0,68.0,6.0,43.5,22.98,,1279.3,0.1,50.0,1.0,0.7,33.27
deepsort,avenue,2,max_dist0.1_max_age50_n_init1_max_iou_dist0.9,0.4,0.7,42.48,5.96,57.72,40.0,68.0,6.0,43.7,22.87,,890.8,0.1,50.0,1.0,0.9,33.63
deepsort,avenue,2,max_dist0.1_max_age50_n_init3_max_iou_dist0.5,0.4,0.7,42.47,6.57,57.54,40.0,66.0,6.0,44.2,22.61,,970.9,0.1,50.0,3.0,0.5,33.14
deepsort,avenue,2,max_dist0.1_max_age50_n_init3_max_iou_dist0.7,0.4,0.7,42.58,9.23,57.67,38.0,66.0,6.0,42.9,23.31,,1047.1,0.1,50.0,3.0,0.7,34.15
deepsort,avenue,2,max_dist0.1_max_age50_n_init3_max_iou_dist0.9,0.4,0.7,42.56,9.18,57.58,40.0,66.0,6.0,43.9,22.76,,1125.8,0.1,50.0,3.0,0.9,32.61
deepsort,avenue,2,max_dist0.1_max_age50_n_init5_max_iou_dist0.5,0.4,0.7,38.74,12.14,50.38,36.0,60.0,8.0,38.2,26.15,,890.8,0.1,50.0,5.0,0.5,34.12
deepsort,avenue,2,max_dist0.1_max_age50_n_init5_max_iou_dist0.7,0.4,0.7,41.02,14.19,55.07,34.0,61.0,8.0,42.1,23.78,,970.9,0.1,50.0,5.0,0.7,32.99
deepsort,avenue,2,max_dist0.1_max_age50_n_init5_max_iou_dist0.9,0.4,0.7,41.07,14.17,55.11,35.0,61.0,8.0,41.9,23.84,,1047.1,0.1,50.0,5.0,0.9,33.13
deepsort,avenue,2,max_dist0.1_max_age70_n_init1_max_iou_dist0.5,0.4,0.7,37.76,-28.14,51.51,45.0,69.0,6.0,43.9,22.79,,1125.8,0.1,70.0,1.0,0.5,34.18
deepsort,avenue,2,max_dist0.1_max_age70_n_init1_max_iou_dist0.7,0.4,0.7,37.91,-24.3,51.74,42.0,69.0,6.0,43.6,22.95,,1201.5,0.1,70.0,1.0,0.7,34.9
deepsort,avenue,2,max_dist0.1_max_age70_n_init1_max_iou_dist0.9,0.4,0.7,37.98,-23.35,51.86,43.0,69.0,6.0,44.8,22.34,,1279.3,0.1,70.0,1.0,0.9,33.8
deepsort,avenue,2,max_dist0.1_max_age70_n_init3_max_iou_dist0.5,0.4,0.7,38.02,-22.16,51.81,43.0,66.0,6.0,43.3,23.09,,890.8,0.1,70.0,3.0,0.5,33.69
deepsort,avenue,2,max_dist0.1_max_age70_n_init3_max_iou_dist0.7,0.4,0.7,38.19,-18.33,52.07,40.0,67.0,6.0,43.3,23.08,,970.9,0.1,70.0,3.0,0.7,34.9
deepsort,avenue,2,max_dist0.1_max_age70_n_init3_max_iou_dist0.9,0.4,0.7,38.17,-18.37,51.99,42.0,67.0,6.0,44.9,22.29,,1047.1,0.1,70.0,3.0,0.9,34.18
deepsort,avenue,2,max_dist0.1_max_age70_n_init5_max_iou_dist0.5,0.4,0.7,34.75,-13.75,45.65,39.0,60.0,8.0,38.0,26.33,,1125.8,0.1,70.0,5.0,0.5,34.67
deepsort,avenue,2,max_dist0.1_max_age70_n_init5_max_iou_dist0.7,0.4,0.7,36.93,-10.79,50.02,36.0,62.0,8.0,42.2,23.71,,1201.5,0.1,70.0,5.0,0.7,34.31
deepsort,avenue,2,max_dist0.1_max_age70_n_init5_max_iou_dist0.9,0.4,0.7,36.97,-10.82,50.05,37.0,62.0,8.0,42.9,23.31,,890.8,0.1,70.0,5.0,0.9,33.62
deepsort,avenue,2,max_dist0.1_max_age100_n_init1_max_iou_dist0.5,0.4,0.7,32.53,-74.96,44.33,47.0,72.0,6.0,42.9,23.33,,970.9,0.1,100.0,1.0,0.5,37.93
deepsort,avenue,2,max_dist0.1_max_age100_n_init1_max_iou_dist0.7,0.4,0.7,32.74,-69.73,44.66,44.0,72.0,6.0,43.0,23.23,,1046.4,0.1,100.0,1.0,0.7,38.38
deepsort,avenue,2,max_dist0.1_max_age100_n_init1_max_iou_dist0.9,0.4,0.7,32.81,-68.36,44.81,45.0,72.0,6.0,43.2,23.14,,1124.2,0.1,100.0,1.0,0.9,37.91
deepsort,avenue,2,max_dist0.1_max_age100_n_init3_max_iou_dist0.5,0.4,0.7,32.99,-64.35,44.93,46.0,70.0,6.0,42.7,23.42,,1199.3,0.1,100.0,3.0,0.5,37.79
deepsort,avenue,2,max_dist0.1_max_age100_n_init3_max_iou_dist0.7,0.4,0.7,33.21,-59.15,45.31,43.0,70.0,6.0,42.4,23.59,,1276.3,0.1,100.0,3.0,0.7,37.34
deepsort,avenue,2,max_dist0.1_max_age100_n_init3_max_iou_dist0.9,0.4,0.7,33.2,-59.19,45.24,45.0,70.0,6.0,42.5,23.53,,890.8,0.1,100.0,3.0,0.9,37.67
deepsort,avenue,2,max_dist0.1_max_age100_n_init5_max_iou_dist0.5,0.4,0.7,30.42,-52.09,40.16,42.0,64.0,8.0,37.0,27.01,,970.9,0.1,100.0,5.0,0.5,36.96
deepsort,avenue,2,max_dist0.1_max_age100_n_init5_max_iou_dist0.7,0.4,0.7,32.4,-47.96,44.13,39.0,65.0,8.0,39.6,25.25,,1047.1,0.1,100.0,5.0,0.7,37.4
deepsort,avenue,2,max_dist0.1_max_age100_n_init5_max_iou_dist0.9,0.4,0.7,32.43,-47.98,44.16,40.0,65.0,8.0,40.5,24.68,,1125.8,0.1,100.0,5.0,0.9,36.95
deepsort,avenue,2,max_dist0.2_max_age30_n_init1_max_iou_dist0.5,0.4,0.7,44.5,57.01,52.35,10.0,66.0,7.0,37.1,26.94,,1201.5,0.2,30.0,1.0,0.5,42.44
deepsort,avenue,2,max_dist0.2_max_age30_n_init1_max_iou_dist0.7,0.4,0.7,44.52,57.49,52.11,10.0,66.0,7.0,37.7,26.54,,890.8,0.2,30.0,1.0,0.7,41.81
deepsort,avenue,2,max_dist0.2_max_age30_n_init1_max_iou_dist0.9,0.4,0.7,44.52,57.49,52.11,10.0,66.0,7.0,37.7,26.53,,970.9,0.2,30.0,1.0,0.9,43.24
deepsort,avenue,2,max_dist0.2_max_age30_n_init3_max_iou_dist0.5,0.4,0.7,44.42,58.24,52.76,9.0,66.0,7.0,37.6,26.62,,1047.1,0.2,30.0,3.0,0.5,42.56
deepsort,avenue,2,max_dist0.2_max_age30_n_init3_max_iou_dist0.7,0.4,0.7,44.43,58.7,52.51,9.0,66.0,7.0,37.3,26.83,,1125.8,0.2,30.0,3.0,0.7,42.15
deepsort,avenue,2,max_dist0.2_max_age30_n_init3_max_iou_dist0.9,0.4,0.7,44.43,58.7,52.51,9.0,66.0,7.0,37.6,26.57,,1201.5,0.2,30.0,3.0,0.9,42.3
deepsort,avenue,2,max_dist0.2_max_age30_n_init5_max_iou_dist0.5,0.4,0.7,42.33,57.81,49.45,10.0,65.0,8.0,36.2,27.59,,890.8,0.2,30.0,5.0,0.5,41.72
deepsort,avenue,2,max_dist0.2_max_age30_n_init5_max_iou_dist0.7,0.4,0.7,42.32,58.39,49.16,10.0,65.0,8.0,36.1,27.69,,970.9,0.2,30.0,5.0,0.7,42.33
deepsort,avenue,2,max_dist0.2_max_age30_n_init5_max_iou_dist0.9,0.4,0.7,42.32,58.39,49.16,10.0,65.0,8.0,35.3,28.34,,1047.1,0.2,30.0,5.0,0.9,43.48
deepsort,avenue,2,max_dist0.2_max_age50_n_init1_max_iou_dist0.5,0.4,0.7,36.62,48.53,42.46,10.0,66.0,7.0,30.9,32.37,,1125.8,0.2,50.0,1.0,0.5,51.91
deepsort,avenue,2,max_dist0.2_max_age50_n_init1_max_iou_dist0.7,0.4,0.7,36.86,49.3,41.69,10.0,66.0,7.0,29.8,33.55,,1201.5,0.2,50.0,1.0,0.7,52.93
deepsort,avenue,2,max_dist0.2_max_age50_n_init1_max_iou_dist0.9,0.4,0.7,36.86,49.3,41.69,10.0,66.0,7.0,30.5,32.81,,1279.3,0.2,50.0,1.0,0.9,53.1
deepsort,avenue,2,max_dist0.2_max_age50_n_init3_max_iou_dist0.5,0.4,0.7,33.67,49.69,38.95,10.0,66.0,7.0,28.0,35.7,,890.8,0.2,50.0,3.0,0.5,54.7
deepsort,avenue,2,max_dist0.2_max_age50_n_init3_max_iou_dist0.7,0.4,0.7,33.92,50.41,38.17,9.0,66.0,7.0,28.2,35.45,,970.9,0.2,50.0,3.0,0.7,55.17
deepsort,avenue,2,max_dist0.2_max_age50_n_init3_max_iou_dist0.9,0.4,0.7,33.92,50.41,38.17,9.0,66.0,7.0,28.1,35.57,,1047.1,0.2,50.0,3.0,0.9,53.71
deepsort,avenue,2,max_dist0.2_max_age50_n_init5_max_iou_dist0.5,0.4,0.7,33.57,49.32,38.85,10.0,65.0,8.0,29.1,34.34,,1125.8,0.2,50.0,5.0,0.5,52.74
deepsort,avenue,2,max_dist0.2_max_age50_n_init5_max_iou_dist0.7,0.4,0.7,33.83,50.09,38.07,9.0,65.0,8.0,29.5,33.94,,890.8,0.2,50.0,5.0,0.7,52.7
deepsort,avenue,2,max_dist0.2_max_age50_n_init5_max_iou_dist0.9,0.4,0.7,33.83,50.09,38.07,9.0,65.0,8.0,29.0,34.53,,970.9,0.2,50.0,5.0,0.9,54.25
deepsort,avenue,2,max_dist0.2_max_age70_n_init1_max_iou_dist0.5,0.4,0.7,32.8,43.5,37.42,10.0,68.0,7.0,27.3,36.69,,1047.1,0.2,70.0,1.0,0.5,52.19
deepsort,avenue,2,max_dist0.2_max_age70_n_init1_max_iou_dist0.7,0.4,0.7,32.83,44.31,37.22,10.0,68.0,7.0,26.2,38.13,,1125.8,0.2,70.0,1.0,0.7,54.24
deepsort,avenue,2,max_dist0.2_max_age70_n_init1_max_iou_dist0.9,0.4,0.7,32.83,44.31,37.22,10.0,68.0,7.0,26.8,37.27,,1201.5,0.2,70.0,1.0,0.9,53.32
deepsort,avenue,2,max_dist0.2_max_age70_n_init3_max_iou_dist0.5,0.4,0.7,29.87,45.19,34.05,9.0,68.0,7.0,25.8,38.83,,1279.3,0.2,70.0,3.0,0.5,55.28
deepsort,avenue,2,max_dist0.2_max_age70_n_init3_max_iou_dist0.7,0.4,0.7,29.88,46.0,33.84,9.0,68.0,7.0,25.7,38.93,,890.8,0.2,70.0,3.0,0.7,54.05
deepsort,avenue,2,max_dist0.2_max_age70_n_init3_max_iou_dist0.9,0.4,0.7,29.88,46.0,33.84,9.0,68.0,7.0,25.0,39.95,,970.9,0.2,70.0,3.0,0.9,55.78
deepsort,avenue,2,max_dist0.2_max_age70_n_init5_max_iou_dist0.5,0.4,0.7,29.8,44.84,33.96,9.0,67.0,8.0,24.5,40.83,,1047.1,0.2,70.0,5.0,0.5,58.64
deepsort,avenue,2,max_dist0.2_max_age70_n_init5_max_iou_dist0.7,0.4,0.7,29.82,45.71,33.74,9.0,67.0,8.0,25.0,39.95,,1125.8,0.2,70.0,5.0,0.7,55.39
deepsort,avenue,2,max_dist0.2_max_age70_n_init5_max_iou_dist0.9,0.4,0.7,29.82,45.71,33.74,9.0,67.0,8.0,25.7,38.85,,1201.5,0.2,70.0,5.0,0.9,54.28
deepsort,avenue,2,max_dist0.2_max_age100_n_init1_max_iou_dist0.5,0.4,0.7,30.73,36.08,34.78,10.0,67.0,7.0,25.9,38.61,,890.8,0.2,100.0,1.0,0.5,55.72
deepsort,avenue,2,max_dist0.2_max_age100_n_init1_max_iou_dist0.7,0.4,0.7,30.73,36.08,34.78,10.0,67.0,7.0,26.7,37.43,,970.9,0.2,100.0,1.0,0.7,54.76
deepsort,avenue,2,max_dist0.2_max_age100_n_init1_max_iou_dist0.9,0.4,0.7,30.73,36.08,34.78,10.0,67.0,7.0,26.8,37.35,,1046.4,0.2,100.0,1.0,0.9,54.76
deepsort,avenue,2,max_dist0.2_max_age100_n_init3_max_iou_dist0.5,0.4,0.7,28.09,38.56,31.61,9.0,67.0,7.0,24.9,40.2,,1124.2,0.2,100.0,3.0,0.5,56.34
deepsort,avenue,2,max_dist0.2_max_age100_n_init3_max_iou_dist0.7,0.4,0.7,28.09,38.56,31.61,9.0,67.0,7.0,25.0,39.97,,1199.3,0.2,100.0,3.0,0.7,57.15
deepsort,avenue,2,max_dist0.2_max_age100_n_init3_max_iou_dist0.9,0.4,0.7,28.09,38.56,31.61,9.0,67.0,7.0,25.0,39.99,,1276.3,0.2,100.0,3.0,0.9,57.15
deepsort,avenue,2,max_dist0.2_max_age100_n_init5_max_iou_dist0.5,0.4,0.7,28.03,38.24,31.57,9.0,67.0,8.0,25.1,39.85,,890.8,0.2,100.0,5.0,0.5,56.85
deepsort,avenue,2,max_dist0.2_max_age100_n_init5_max_iou_dist0.7,0.4,0.7,28.03,38.24,31.57,9.0,67.0,8.0,25.0,40.05,,970.9,0.2,100.0,5.0,0.7,56.5
deepsort,avenue,2,max_dist0.2_max_age100_n_init5_max_iou_dist0.9,0.4,0.7,28.03,38.24,31.57,9.0,67.0,8.0,24.8,40.29,,1047.1,0.2,100.0,5.0,0.9,57.74
deepsort,avenue,2,max_dist0.3_max_age30_n_init1_max_iou_dist0.5,0.4,0.7,44.53,58.09,54.32,10.0,66.0,7.0,35.9,27.83,,1125.8,0.3,30.0,1.0,0.5,39.95
deepsort,avenue,2,max_dist0.3_max_age30_n_init1_max_iou_dist0.7,0.4,0.7,45.14,58.46,55.75,10.0,66.0,7.0,37.6,26.57,,1201.5,0.3,30.0,1.0,0.7,40.34
deepsort,avenue,2,max_dist0.3_max_age30_n_init1_max_iou_dist0.9,0.4,0.7,45.14,58.46,55.75,10.0,66.0,7.0,38.0,26.34,,890.8,0.3,30.0,1.0,0.9,40.73
deepsort,avenue,2,max_dist0.3_max_age30_n_init3_max_iou_dist0.5,0.4,0.7,44.62,58.9,54.52,10.0,66.0,7.0,35.9,27.84,,970.9,0.3,30.0,3.0,0.5,40.38
deepsort,avenue,2,max_dist0.3_max_age30_n_init3_max_iou_dist0.7,0.4,0.7,45.23,59.26,55.95,10.0,66.0,7.0,38.0,26.32,,1047.1,0.3,30.0,3.0,0.7,40.25
deepsort,avenue,2,max_dist0.3_max_age30_n_init3_max_iou_dist0.9,0.4,0.7,45.23,59.26,55.95,10.0,66.0,7.0,38.3,26.11,,1125.8,0.3,30.0,3.0,0.9,40.05
deepsort,avenue,2,max_dist0.3_max_age30_n_init5_max_iou_dist0.5,0.4,0.7,42.24,58.46,51.2,11.0,65.0,8.0,33.6,29.77,,1201.5,0.3,30.0,5.0,0.5,41.09
deepsort,avenue,2,max_dist0.3_max_age30_n_init5_max_iou_dist0.7,0.4,0.7,43.07,58.95,52.6,11.0,65.0,8.0,36.8,27.19,,890.8,0.3,30.0,5.0,0.7,39.45
deepsort,avenue,2,max_dist0.3_max_age30_n_init5_max_iou_dist0.9,0.4,0.7,43.07,58.95,52.6,11.0,65.0,8.0,36.3,27.52,,970.9,0.3,30.0,5.0,0.9,40.84
deepsort,avenue,2,max_dist0.3_max_age50_n_init1_max_iou_dist0.5,0.4,0.7,35.82,50.13,43.38,10.0,67.0,7.0,32.3,30.93,,1047.1,0.3,50.0,1.0,0.5,45.26
deepsort,avenue,2,max_dist0.3_max_age50_n_init1_max_iou_dist0.7,0.4,0.7,35.82,50.13,43.38,10.0,67.0,7.0,32.6,30.71,,1125.8,0.3,50.0,1.0,0.7,45.19
deepsort,avenue,2,max_dist0.3_max_age50_n_init1_max_iou_dist0.9,0.4,0.7,35.82,50.13,43.38,10.0,67.0,7.0,32.3,30.91,,1201.5,0.3,50.0,1.0,0.9,45.73
deepsort,avenue,2,max_dist0.3_max_age50_n_init3_max_iou_dist0.5,0.4,0.7,35.88,50.77,43.1,10.0,67.0,7.0,32.5,30.8,,1279.3,0.3,50.0,3.0,0.5,45.47
deepsort,avenue,2,max_dist0.3_max_age50_n_init3_max_iou_dist0.7,0.4,0.7,35.88,50.77,43.1,10.0,67.0,7.0,32.3,31.01,,890.8,0.3,50.0,3.0,0.7,46.63
deepsort,avenue,2,max_dist0.3_max_age50_n_init3_max_iou_dist0.9,0.4,0.7,35.88,50.77,43.1,10.0,67.0,7.0,32.6,30.71,,970.9,0.3,50.0,3.0,0.9,45.2
deepsort,avenue,2,max_dist0.3_max_age50_n_init5_max_iou_dist0.5,0.4,0.7,35.81,50.44,43.06,10.0,66.0,8.0,32.4,30.91,,1047.1,0.3,50.0,5.0,0.5,46.85
deepsort,avenue,2,max_dist0.3_max_age50_n_init5_max_iou_dist0.7,0.4,0.7,35.8,50.48,43.05,10.0,66.0,8.0,32.3,30.95,,1125.8,0.3,50.0,5.0,0.7,46.15
deepsort,avenue,2,max_dist0.3_max_age50_n_init5_max_iou_dist0.9,0.4,0.7,35.8,50.48,43.05,10.0,66.0,8.0,32.1,31.19,,890.8,0.3,50.0,5.0,0.9,47.03
deepsort,avenue,2,max_dist0.3_max_age70_n_init1_max_iou_dist0.5,0.4,0.7,33.36,44.77,40.7,10.0,68.0,7.0,29.4,34.01,,970.9,0.3,70.0,1.0,0.5,47.69
deepsort,avenue,2,max_dist0.3_max_age70_n_init1_max_iou_dist0.7,0.4,0.7,33.36,44.77,40.7,10.0,68.0,7.0,29.5,33.89,,1047.1,0.3,70.0,1.0,0.7,47.36
deepsort,avenue,2,max_dist0.3_max_age70_n_init1_max_iou_dist0.9,0.4,0.7,33.36,44.77,40.7,10.0,68.0,7.0,29.5,33.85,,1125.8,0.3,70.0,1.0,0.9,47.4
deepsort,avenue,2,max_dist0.3_max_age70_n_init3_max_iou_dist0.5,0.4,0.7,33.46,45.71,40.25,10.0,68.0,7.0,29.3,34.09,,1201.5,0.3,70.0,3.0,0.5,47.73
deepsort,avenue,2,max_dist0.3_max_age70_n_init3_max_iou_dist0.7,0.4,0.7,33.46,45.71,40.25,10.0,68.0,7.0,29.3,34.19,,1279.3,0.3,70.0,3.0,0.7,47.46
deepsort,avenue,2,max_dist0.3_max_age70_n_init3_max_iou_dist0.9,0.4,0.7,33.46,45.71,40.25,10.0,68.0,7.0,29.4,34.06,,890.8,0.3,70.0,3.0,0.9,47.19
deepsort,avenue,2,max_dist0.3_max_age70_n_init5_max_iou_dist0.5,0.4,0.7,33.42,45.4,40.22,10.0,67.0,8.0,29.4,34.05,,970.9,0.3,70.0,5.0,0.5,48.0
deepsort,avenue,2,max_dist0.3_max_age70_n_init5_max_iou_dist0.7,0.4,0.7,33.41,45.44,40.22,10.0,67.0,8.0,29.3,34.15,,1047.1,0.3,70.0,5.0,0.7,48.19
deepsort,avenue,2,max_dist0.3_max_age70_n_init5_max_iou_dist0.9,0.4,0.7,33.41,45.44,40.22,10.0,67.0,8.0,29.6,33.83,,1125.8,0.3,70.0,5.0,0.9,47.04
deepsort,avenue,2,max_dist0.3_max_age100_n_init1_max_iou_dist0.5,0.4,0.7,31.14,38.39,38.05,10.0,67.0,7.0,28.0,35.71,,1201.5,0.3,100.0,1.0,0.5,52.74
deepsort,avenue,2,max_dist0.3_max_age100_n_init1_max_iou_dist0.7,0.4,0.7,31.14,38.39,38.05,10.0,67.0,7.0,28.2,35.4,,890.8,0.3,100.0,1.0,0.7,52.01
deepsort,avenue,2,max_dist0.3_max_age100_n_init1_max_iou_dist0.9,0.4,0.7,31.14,38.39,38.05,10.0,67.0,7.0,28.9,34.57,,970.9,0.3,100.0,1.0,0.9,49.92
deepsort,avenue,2,max_dist0.3_max_age100_n_init3_max_iou_dist0.5,0.4,0.7,31.27,39.72,37.31,10.0,67.0,7.0,28.5,35.03,,1046.4,0.3,100.0,3.0,0.5,50.97
